k,current_theta1,current_thetadot1,current_theta2,current_thetadot2,force1,force2,reward
0,1.5707963267948966,0.0,-1.5707963267948966,0.0,-1.5,1.0,-4.934802200544679
1,1.5451815726965359,-0.512295081967213,-1.5118482393632027,1.1789617486338797,-1.5,0.0,-4.755891044254038
2,1.5045603886805872,-0.8124236803189755,-1.437366361800731,1.489637551249432,0.0,1.0,-4.473676634744722
3,1.453146478255732,-1.0282782084971023,-1.3171307438802151,2.404712358410319,0.0,1.0,-4.188467963779552
4,1.3892108595595767,-1.2787123739231077,-1.1477782267609324,3.3870503423856544,0.0,1.0,-3.902662437998671
5,1.3098430007319035,-1.5873571765534642,-0.9233314173774092,4.488936187670465,0.0,1.0,-3.7017421380291946
6,1.2109809227488983,-1.977241559660102,-0.6347284925868266,5.772058495811651,-1.5,1.0,-3.7306622277792467
7,1.0703784813404595,-2.812048828168778,-0.3205692272278473,6.283185307179586,1.5,-1.0,-3.617776533580309
8,0.9732816926087277,-1.9419357746346368,-0.11735556021872884,4.064273340182369,-1.5,-1.0,-1.9755211975077103
9,0.8840120776992237,-1.785392298190078,0.036296802003990575,3.073047244454388,0.0,-1.0,-1.4143570626080733
10,0.8227121610835229,-1.2259983323140178,0.10249890523999475,1.3240420647200835,0.0,-1.0,-0.8501692905693666
11,0.7877905398960076,-0.698432423750306,0.08538725231680884,-0.3422330584637181,0.0,-1.0,-0.6581514834504154
12,0.7779185913132356,-0.19743897165543844,-0.011265845004492667,-1.9330619464260301,0.0,-1.0,-0.7940697857868715
13,0.791729169883202,0.27621157139932706,-0.18385296536732493,-3.4517424072566447,-1.5,0.0,-1.2601779152297419
14,0.7824268614827189,-0.186046168009662,-0.31160568463356564,-2.555054385324814,0.0,1.0,-1.0374357006955832
15,0.7469326094958589,-0.7098850397371991,-0.35683300189057826,-0.9045463451402522,0.0,1.0,-0.7513451573739984
16,0.6879415798747115,-1.1798205924229488,-0.3254640951026558,0.6273781357584498,0.0,1.0,-0.6684694922981539
17,0.6068864979062002,-1.6211016393702264,-0.22032697773496002,2.1027423473539155,0.0,1.0,-0.7693299936848884
18,0.5042189519243362,-2.0533509196372792,-0.042423829085692755,3.5580629729853452,0.0,-1.0,-1.0998396386991969
