k,current_theta1,current_thetadot1,current_theta2,current_thetadot2,force1,force2,reward
0,1.5707963267948966,0.0,-1.5707963267948966,0.0,-1.5,0.0,-4.934802200544679
1,1.5554274743358802,-0.3073770491803278,-1.5554274743358802,0.3073770491803279,1.5,0.0,-4.848157320874071
2,1.5557432526220785,0.006315565723964356,-1.5559523277155323,-0.010497067593040366,-1.5,0.0,-4.84133221794243
3,1.5406820533608943,-0.30122398522368626,-1.5408983492568857,0.3010795691729313,1.5,0.0,-4.757138152103306
4,1.541301501191762,0.01238895661735101,-1.5419322540371982,-0.020678095606251168,-1.5,0.0,-4.753194447110412
5,1.5265346841186447,-0.2953363414623441,-1.5271868597392986,0.29490788595799294,1.5,0.0,-4.671317557167019
6,1.5274460221606359,0.018226760839823886,-1.5287135785411503,-0.030534376037035627,-1.5,0.0,-4.670119783976973
7,1.5129608797184588,-0.2897028488435391,-1.51427001865469,0.2888711977292044,1.5,0.0,-4.590433028430207
8,1.514152650101902,0.02383540766886305,-1.516272978045544,-0.040059187817078235,-1.5,0.0,-4.591850635021081
9,1.4999370088498245,-0.28431282504155264,-1.5021241102588105,0.28297735573466687,1.5,0.0,-4.5142333714552665
10,1.5013980695997082,0.029221214997674272,-1.5045864945270777,-0.049247685365341576,-1.5,0.0,-4.5181406436069995
11,1.4874402638541036,-0.27915611491209363,-1.4907248478208412,0.2772329341247293,1.5,0.0,-4.442478422257647
12,1.4891597851280451,0.03439042547883375,-1.4936296868734715,-0.05809678105260713,-1.5,0.0,-4.448754404019014
13,1.4754486331885328,-0.27422303879024684,-1.4800475217226892,0.2716433030156465,1.5,0.0,-4.374938753689214
14,1.477416094826499,0.03934923275932056,-1.4833777728772897,-0.06660502309200989,-1.5,0.0,-4.383467163879762
15,1.4639408774293552,-0.269504347942876,-1.4700671376761065,0.2662127040236644,1.5,0.0,-4.311395371751036
16,1.4661460673894418,0.04410379920172963,-1.4738057611966189,-0.07477247041024854,-1.5,0.0,-4.322064516029634
17,1.4528965080662481,-0.2649911864638726,-1.4607585448225444,0.2609443274814902,1.5,0.0,-4.25163940297059
18,1.4553295213869153,0.04866026641334148,-1.4648885731243968,-0.08260056603704657,-1.5,0.0,-4.264342081242552
19,1.4422957684419069,-0.26067505890016923,-1.4520965535975576,0.2558403905367855,1.5,0.0,-4.195471774223466
20,1.444947006432649,0.053024759814842226,-1.456601154121815,-0.09009201048514759,-1.5,0.0,-4.210105183363011
21,1.4321196162869667,-0.25654780291364726,-1.444056043354458,0.25090221534713564,1.5,0.0,-4.142702886544757
22,1.4349797857059114,0.057203388378895714,-1.4489185751789337,-0.09725063648951604,-1.5,0.0,-4.159168518580118
23,1.422349707390163,-0.2526015663149691,-1.4366120598477456,0.2461303066237619,1.5,0.0,-4.093152284570039
