k,l,t,current_theta,current_thetadot,force,next_theta,next_thetadot,reward
82,1,82,-2.2931878195120654,-12.946395815112975,-3,-2.3618429962302216,-13.731035343631222,-52.054468337949984
83,1,83,-2.3618429962302216,-13.731035343631222,0,-2.432034738688291,-14.03834849161387,-46.74564485501373
84,1,84,-2.432034738688291,-14.03834849161387,3,-2.5013822151253886,-13.869495287419541,-58.281487688132856
85,1,85,-2.5013822151253886,-13.869495287419541,-3,-2.5741625801307615,-14.556073001074585,-59.52085488350327
86,1,86,-2.5741625801307615,-14.556073001074585,-3,-2.650170724107238,-15.201628795295287,-63.319491065988544
87,1,87,-2.650170724107238,-15.201628795295287,0,-2.7269708166465554,-15.360018507863511,-58.225976137570484
88,1,88,-2.7269708166465554,-15.360018507863511,0,-2.804351756850604,-15.476188040809754,-60.77486603040087
89,1,89,-2.804351756850604,-15.476188040809754,-3,-2.884310948085288,-15.991838246936817,-72.27318350820563
90,1,90,-2.884310948085288,-15.991838246936817,-3,-2.9666010708010635,-16.458024543155037,-76.17013727784239
91,1,91,-2.9666010708010635,-16.458024543155037,3,-3.0465341804820207,-15.986621936191451,-80.09026675269945
92,1,92,-3.0465341804820207,-15.986621936191451,3,-3.123894251876773,-15.472014278950498,-80.96406065729806
93,1,93,-3.123894251876773,-15.472014278950498,-3,3.08028151448909,-15.801908162744626,-81.73189906934853
94,1,94,3.08028151448909,-15.801908162744626,-3,2.9998699266414075,-16.08231756953644,-81.41070120089753
95,1,95,2.9998699266414075,-16.08231756953644,0,2.920520205723126,-15.869944183656296,-70.86019172457966
96,1,96,2.920520205723126,-15.869944183656296,0,2.842455299698537,-15.612981204917803,-67.83270419942187
97,1,97,2.842455299698537,-15.612981204917803,3,2.76810412643128,-14.870234653451417,-73.77427886443316
98,1,98,2.76810412643128,-14.870234653451417,-3,2.693214152359079,-14.977994814440155,-69.42439013870013
99,1,99,2.693214152359079,-14.977994814440155,3,2.6224242496623167,-14.157980539352472,-67.70104521847578
100,1,100,2.6224242496623167,-14.157980539352472,0,2.5536719881117946,-13.750452310104379,-54.43038602135316
101,1,101,2.5536719881117946,-13.750452310104379,-3,2.484899029643792,-13.75459169360053,-60.51369698757971
102,1,102,2.484899029643792,-13.75459169360053,0,2.4184867412497795,-13.282457678802452,-49.79249520338976
103,1,103,2.4184867412497795,-13.282457678802452,3,2.356783644810975,-12.340619287760926,-55.88775878692271
104,1,104,2.356783644810975,-12.340619287760926,-3,2.295454513211918,-12.265826319811307,-52.00123418278822
105,1,105,2.295454513211918,-12.265826319811307,0,2.236836526346194,-11.723597373144791,-41.3906066419024
106,1,106,2.236836526346194,-11.723597373144791,3,2.183234867338231,-10.720331801592613,-47.76146176474328
107,1,107,2.183234867338231,-10.720331801592613,0,2.1324887821164227,-10.149217044361675,-35.325123823430715
108,1,108,2.1324887821164227,-10.149217044361675,0,2.084658806135032,-9.565995196278125,-33.03820269061807
109,1,109,2.084658806135032,-9.565995196278125,3,2.0420097733189455,-8.529806563217353,-39.8798380995033
110,1,110,2.0420097733189455,-8.529806563217353,0,2.002344588194783,-7.933037024832515,-28.12477957224104
111,1,111,2.002344588194783,-7.933037024832515,0,1.9656907114664752,-7.330775345661537,-26.340226893101025
112,1,112,1.9656907114664752,-7.330775345661537,0,1.9320677222471503,-6.724597843864977,-24.693726582583793
113,1,113,1.9320677222471503,-6.724597843864977,0,1.901488200352468,-6.115904378936438,-23.186450032917808
114,1,114,1.901488200352468,-6.115904378936438,0,1.8739585704310904,-5.505925984275547,-21.818715517627727
115,1,115,1.8739585704310904,-5.505925984275547,0,1.849479895101256,-4.895735065966861,-20.590125712892746
116,1,116,1.849479895101256,-4.895735065966861,0,1.828048607028889,-4.286257614473422,-19.49970159553252
117,1,117,1.828048607028889,-4.286257614473422,0,1.8096571723566064,-3.6782869344565112,-18.54600898206445
118,1,118,1.8096571723566064,-3.6782869344565112,3,1.7965101664069323,-2.6294011899348426,-26.727274884527887
119,1,119,1.7965101664069323,-2.6294011899348426,0,1.786359149392364,-2.030203402913643,-16.828618951780392
120,1,120,1.786359149392364,-2.030203402913643,0,1.7791867571816171,-1.4344784421493753,-16.367567638809263
121,1,121,1.7791867571816171,-1.4344784421493753,-3,1.7727581646083896,-1.285718514645482,-25.03330042475132
122,1,122,1.7727581646083896,-1.285718514645482,-3,1.767071309727518,-1.1373709761743638,-24.87866476081875
123,1,123,1.767071309727518,-1.1373709761743638,-3,1.7621235987387935,-0.9895421977448797,-24.74206634205501
124,1,124,1.7621235987387935,-0.9895421977448797,-3,1.757911948384101,-0.8423300709385229,-24.623317262272558
125,1,125,1.757911948384101,-0.8423300709385229,0,1.756648309782724,-0.2527277202754459,-15.522224086198662
126,1,126,1.756648309782724,-0.2527277202754459,0,1.7583098078901798,0.33229962149117276,-15.435453551372065
127,1,127,1.7583098078901798,0.33229962149117276,3,1.765087627324389,1.3555638868418458,-24.469309206458323
128,1,128,1.765087627324389,1.3555638868418458,3,1.776937047463063,2.369884027734811,-24.76142700579918
129,1,129,1.776937047463063,2.369884027734811,-3,1.7893795571238464,2.4885019321566713,-25.349161383724997
130,1,130,1.7893795571238464,2.4885019321566713,3,1.8068336085730623,3.490810289843158,-25.62866018389841
131,1,131,1.8068336085730623,3.490810289843158,-3,1.8248164940073617,3.5965770868598717,-26.541814093313256
132,1,132,1.8248164940073617,3.5965770868598717,0,1.8455265325628443,4.142007711096534,-17.94331285817914
133,1,133,1.8455265325628443,4.142007711096534,-3,1.8667103824194455,4.236769971320272,-27.745463699845487
134,1,134,1.8667103824194455,4.236769971320272,-3,1.8883465701077269,4.327237537656268,-28.21806023815088
135,1,135,1.8883465701077269,4.327237537656268,0,1.9126275884046897,4.856203659392562,-19.701762314918234
136,1,136,1.9126275884046897,4.856203659392562,3,1.9417244616961986,5.8193746583017845,-29.64899285778347
137,1,137,1.9417244616961986,5.8193746583017845,3,1.9755685770261147,6.768823065983198,-31.237981567115465
138,1,138,1.9755685770261147,6.768823065983198,-3,2.0096530426167303,6.8168931181231365,-33.096052582523555
139,1,139,2.0096530426167303,6.8168931181231365,0,2.046150033837827,7.299398244219372,-24.840529936884863
140,1,140,2.046150033837827,7.299398244219372,3,2.0872079728227417,8.211587796982904,-35.261771277643994
141,1,141,2.0872079728227417,8.211587796982904,3,2.132732452831255,9.104896001702677,-37.52520302382995
142,1,142,2.132732452831255,9.104896001702677,-3,2.1781874677601185,9.09100298577274,-40.032651696980246
143,1,143,2.1781874677601185,9.09100298577274,3,2.2279301398250637,9.948534412989046,-40.98713675226907
144,1,144,2.2279301398250637,9.948534412989046,0,2.279623517639661,10.338675562919454,-34.715697236347374
145,1,145,2.279623517639661,10.338675562919454,3,2.335370735312046,11.149443534477054,-45.672238150409896
146,1,146,2.335370735312046,11.149443534477054,-3,2.390597331481587,11.045319233908252,-48.70079146960885
147,1,147,2.390597331481587,11.045319233908252,-3,2.445190869725989,10.918707648880451,-49.77468570432878
148,1,148,2.445190869725989,10.918707648880451,3,2.503466054667233,11.655036988248789,-50.81660961912875
149,1,149,2.503466054667233,11.655036988248789,0,2.5630422063180687,11.915230330167107,-44.920700154100345
150,1,150,2.5630422063180687,11.915230330167107,-3,2.62154845062299,11.701248860984233,-56.04319813893238
151,1,151,2.62154845062299,11.701248860984233,3,2.6832763280533407,12.345575486070183,-57.05450388548748
152,1,152,2.6832763280533407,12.345575486070183,0,2.7458230017681773,12.509334742967347,-51.2411826716828
153,1,153,2.7458230017681773,12.509334742967347,-3,2.8067976067771814,12.19492100180081,-62.34606535635701
154,1,154,2.8067976067771814,12.19492100180081,0,2.868259299526574,12.29233854987851,-54.26217385106681
155,1,155,2.868259299526574,12.29233854987851,0,2.9300302733803565,12.35419477075651,-56.244715749086296
156,1,156,2.9300302733803565,12.35419477075651,-3,2.9897147364156424,11.936892607057237,-67.18799985800558
157,1,157,2.9897147364156424,11.936892607057237,0,3.049370767021322,11.931206121135924,-58.94091153694604
158,1,158,3.049370767021322,11.931206121135924,3,3.1110384746987516,12.33354153548585,-69.72867832432416
159,1,159,3.1110384746987516,12.33354153548585,-3,-3.1130970441123247,11.809957673702028,-72.60442663603513
160,1,160,-3.1130970441123247,11.809957673702028,0,-3.054603880671459,11.698632688173108,-62.40437605576781
161,1,161,-3.054603880671459,11.698632688173108,0,-2.9968360752895817,11.553561076375463,-60.33882501634492
162,1,162,-2.9968360752895817,11.553561076375463,0,-2.9399580017303553,11.375614711845309,-58.253609665339134
163,1,163,-2.9399580017303553,11.375614711845309,-3,-2.8863441931276785,10.722761720535349,-65.15722626692687
164,1,164,-2.8863441931276785,10.722761720535349,3,-2.8316924529551297,10.930348034509763,-62.15267589754717
165,1,165,-2.8316924529551297,10.930348034509763,3,-2.776166734649005,11.105143661224961,-61.039661556166344
166,1,166,-2.776166734649005,11.105143661224961,0,-2.7221448876516785,10.804369399465275,-50.867930266503095
167,1,167,-2.7221448876516785,10.804369399465275,0,-2.669762924001363,10.476392730063083,-48.723803758851005
168,1,168,-2.669762924001363,10.476392730063083,3,-2.616932426699602,10.566099460352202,-55.6136508153134
169,1,169,-2.616932426699602,10.566099460352202,-3,-2.5682255884565417,9.741367648612048,-54.405922410164855
170,1,170,-2.5682255884565417,9.741367648612048,0,-2.521517179840074,9.341681723293531,-42.468337732557295
171,1,171,-2.521517179840074,9.341681723293531,0,-2.4769058124228156,8.922273483451677,-40.51694618307484
172,1,172,-2.4769058124228156,8.922273483451677,3,-2.4322651715050045,8.928128183562182,-47.63600842942013
173,1,173,-2.4322651715050045,8.928128183562182,0,-2.389913340824494,8.470366136102136,-37.55071660879308
174,1,174,-2.389913340824494,8.470366136102136,3,-2.3477100943681797,8.440649291262808,-44.73313913121705
175,1,175,-2.3477100943681797,8.440649291262808,3,-2.305743862596026,8.393246354430808,-43.683169481800775
176,1,176,-2.305743862596026,8.393246354430808,3,-2.2640981309715933,8.32914632488654,-42.62693223611281
177,1,177,-2.2640981309715933,8.32914632488654,3,-2.222851235257509,8.249379142816847,-41.56816958348241
178,1,178,-2.222851235257509,8.249379142816847,0,-2.184291697451973,7.711907561107148,-31.51056369462333
179,1,179,-2.184291697451973,7.711907561107148,-3,-2.150681151575858,6.722109175223016,-38.80300292089427
180,1,180,-2.150681151575858,6.722109175223016,-3,-2.1220360448512143,5.729021344928769,-36.64582225508005
181,1,181,-2.1220360448512143,5.729021344928769,3,-2.0939312350342405,5.620961963394728,-34.79735343530386
182,1,182,-2.0939312350342405,5.620961963394728,3,-2.066405059078707,5.505235191106733,-34.082261424653126
183,1,183,-2.066405059078707,5.505235191106733,-3,-2.0439236749724166,4.496276821258079,-33.38091079187037
184,1,184,-2.0439236749724166,4.496276821258079,0,-2.024262312121329,3.9322725702175183,-22.90977047090201
185,1,185,-2.024262312121329,3.9322725702175183,0,-2.007424485669593,3.3675652903472653,-22.034466298022455
186,1,186,-2.007424485669593,3.3675652903472653,3,-1.9911936346820935,3.246170197499854,-30.28281492680431
187,1,187,-1.9911936346820935,3.246170197499854,-3,-1.9800158828762942,2.235550361159887,-29.878022549106056
188,1,188,-1.9800158828762942,2.235550361159887,0,-1.9716487049934726,1.6734355765643134,-20.102083023940164
189,1,189,-1.9716487049934726,1.6734355765643134,-3,-1.9682948958241233,0.67076183386986,-28.7170317424033
190,1,190,-1.9682948958241233,0.67076183386986,3,-1.9654872660248213,0.5615259598603952,-28.41591612841413
191,1,191,-1.9654872660248213,0.5615259598603952,3,-1.9632246617760725,0.4525208497497645,-28.34723210488835
192,1,192,-1.9632246617760725,0.4525208497497645,0,-1.963720785422444,-0.09922472927430781,-19.291732874974695
193,1,193,-1.963720785422444,-0.09922472927430781,0,-1.9669530172578313,-0.6464463670774597,-19.28198117019066
194,1,194,-1.9669530172578313,-0.6464463670774597,0,-1.9728957963839702,-1.188555825227774,-19.386310151049194
195,1,195,-1.9728957963839702,-1.188555825227774,-3,-1.9837360876890766,-2.168058261021288,-28.602855611915988
196,1,196,-1.9837360876890766,-2.168058261021288,-3,-1.9994219911081579,-3.137180683816239,-29.146091990318084
197,1,197,-1.9994219911081579,-3.137180683816239,3,-2.015464787680758,-3.2085593145200537,-29.972631756925527
198,1,198,-2.015464787680758,-3.2085593145200537,0,-2.034056986795187,-3.718439822885792,-21.339976839384555
199,1,199,-2.034056986795187,-3.718439822885792,-3,-2.0573695086346224,-4.6625043678870695,-31.069618599293868
200,1,200,-2.0573695086346224,-4.6625043678870695,0,-2.083117508875269,-5.14960004812932,-23.337741173353937
201,1,201,-2.083117508875269,-5.14960004812932,-3,-2.1134604253625744,-6.068583297461089,-33.34873084448289
202,1,202,-2.1134604253625744,-6.068583297461089,-3,-2.1483162191263308,-6.971158752751257,-35.01634517169114
203,1,203,-2.1483162191263308,-6.971158752751257,0,-2.1853783998220355,-7.412436139140912,-27.93601832241231
204,1,204,-2.1853783998220355,-7.412436139140912,3,-2.222352131395485,-7.394746314689875,-38.373814703727824
205,1,205,-2.222352131395485,-7.394746314689875,3,-2.25917324258754,-7.364222238410984,-39.162472285452225
206,1,206,-2.25917324258754,-7.364222238410984,3,-2.295775139007682,-7.320379284028403,-39.94249561778818
207,1,207,-2.295775139007682,-7.320379284028403,0,-2.3343045709671264,-7.7058863918888525,-31.711712730631934
208,1,208,-2.3343045709671264,-7.7058863918888525,0,-2.3746687153806247,-8.072828882699689,-33.18295765865988
209,1,209,-2.3746687153806247,-8.072828882699689,3,-2.4145529093555056,-7.976838794976171,-43.712314155972365
210,1,210,-2.4145529093555056,-7.976838794976171,-3,-2.4583051661503363,-8.75045135896619,-44.513324476489366
211,1,211,-2.4583051661503363,-8.75045135896619,-3,-2.5057957439840775,-9.498115566748199,-46.873361348170484
212,1,212,-2.5057957439840775,-9.498115566748199,3,-2.5524524722257413,-9.331345648332762,-49.416481484774025
213,1,213,-2.5524524722257413,-9.331345648332762,0,-2.6003842799944836,-9.586361553748455,-41.28246927572237
214,1,214,-2.6003842799944836,-9.586361553748455,3,-2.6472454350468864,-9.372231010480535,-51.99982480213079
215,1,215,-2.6472454350468864,-9.372231010480535,0,-2.695139218778318,-9.57875674628627,-43.82341337826419
216,1,216,-2.695139218778318,-9.57875674628627,3,-2.74171527189533,-9.31521062340239,-54.49413512343748
217,1,217,-2.74171527189533,-9.31521062340239,3,-2.786858177186211,-9.028581058176249,-55.26232805655529
218,1,218,-2.786858177186211,-9.028581058176249,3,-2.83045492297067,-8.719349156891852,-55.98442009115415
219,1,219,-2.83045492297067,-8.719349156891852,0,-2.874611155271192,-8.83124646010439,-47.660080326823575
220,1,220,-2.874611155271192,-8.83124646010439,3,-2.916981386095764,-8.474046164914375,-58.116037873958525
221,1,221,-2.916981386095764,-8.474046164914375,0,-2.9596734927994945,-8.538421340746126,-49.72484787465582
222,1,222,-2.9596734927994945,-8.538421340746126,-3,-3.0047763750696914,-9.02057645403933,-60.08879981911068
223,1,223,-3.0047763750696914,-9.02057645403933,-3,-3.0521386845174794,-9.472461889557573,-62.28048527720165
224,1,224,-3.0521386845174794,-9.472461889557573,0,-3.0993872993983826,-9.449722976180627,-55.55050617255252
225,1,225,-3.0993872993983826,-9.449722976180627,0,3.1368020066066875,-9.399200234903251,-56.96073459101561
226,1,226,3.1368020066066875,-9.399200234903251,-3,3.087980471293386,-9.764307062660258,-67.03213064883924
227,1,227,3.087980471293386,-9.764307062660258,3,3.0419237041383975,-9.211353430997706,-66.2122861968383
228,1,228,3.0419237041383975,-9.211353430997706,3,2.9987457967594615,-8.635581475787241,-63.75140231207067
229,1,229,2.9987457967594615,-8.635581475787241,-3,2.954119879632122,-8.925183425467843,-61.41970851040866
230,1,230,2.954119879632122,-8.925183425467843,3,2.9126190560538134,-8.30016471566175,-60.60001123401311
231,1,231,2.9126190560538134,-8.30016471566175,3,2.8743387688265964,-7.656057445443412,-58.306022259150666
232,1,232,2.8743387688265964,-7.656057445443412,3,2.839363329016481,-6.995087962023171,-56.17063835069092
233,1,233,2.839363329016481,-6.995087962023171,0,2.805550386136097,-6.762588576076744,-45.20304613046191
234,1,234,2.805550386136097,-6.762588576076744,-3,2.7707703837793707,-6.956000471345278,-52.92882527067039
235,1,235,2.7707703837793707,-6.956000471345278,0,2.7373433202901944,-6.685412697835269,-43.22443685387998
236,1,236,2.7373433202901944,-6.685412697835269,3,2.7075656566244155,-5.955532733155822,-50.93471655972443
237,1,237,2.7075656566244155,-5.955532733155822,0,2.6792734043280846,-5.658450459266199,-40.20139593822906
238,1,238,2.6792734043280846,-5.658450459266199,0,2.6525303149919326,-5.3486178672303915,-39.094336035696
239,1,239,2.6525303149919326,-5.3486178672303915,-3,2.6251790305801603,-5.470256882354435,-47.04035666872162
240,1,240,2.6251790305801603,-5.470256882354435,-3,2.5972955003929825,-5.576706037435581,-46.45019574888356
241,1,241,2.5972955003929825,-5.576706037435581,3,2.5733862944431984,-4.7818411899568485,-45.83968460460522
242,1,242,2.5733862944431984,-4.7818411899568485,3,2.553479861659749,-3.9812865566898115,-44.39818561873727
243,1,243,2.553479861659749,-3.9812865566898115,0,2.5353781600450502,-3.6203403229397573,-34.186361284157364
244,1,244,2.5353781600450502,-3.6203403229397573,-3,2.5168956729067484,-3.6964974276603795,-42.45139847755748
245,1,245,2.5168956729067484,-3.6964974276603795,0,2.5002956924559534,-3.3199960901590035,-33.04022846475355
246,1,246,2.5002956924559534,-3.3199960901590035,-3,2.4833873789172043,-3.381662707749818,-41.35963015243608
247,1,247,2.4833873789172043,-3.381662707749818,-3,2.466213129717625,-3.434849839915855,-40.97962863572489
248,1,248,2.466213129717625,-3.434849839915855,0,2.451030586665892,-3.036508610346587,-31.590855348235007
249,1,249,2.451030586665892,-3.036508610346587,-3,2.4356432712247718,-3.077463088224047,-39.95979313792964
250,1,250,2.4356432712247718,-3.077463088224047,3,2.424518751986474,-2.2249038476595757,-39.60886862925068
251,1,251,2.424518751986474,-2.2249038476595757,-3,2.4132169649757245,-2.2603574021499138,-38.88647560680329
252,1,252,2.4132169649757245,-2.2603574021499138,3,2.4061954420596465,-1.4043045832155463,-38.629002158778626
253,1,253,2.4061954420596465,-1.4043045832155463,0,2.401219968498153,-0.9950947122987106,-29.146089663187105
254,1,254,2.401219968498153,-0.9950947122987106,-3,2.396069618540113,-1.0300699916080065,-37.928308034215846
255,1,255,2.396069618540113,-1.0300699916080065,0,2.392972527519485,-0.619418204125617,-28.81185250321595
256,1,256,2.392972527519485,-0.619418204125617,-3,2.38970353268369,-0.653798967158948,-37.669955478475174
257,1,257,2.38970353268369,-0.653798967158948,-3,2.3862711013592297,-0.6864862648920284,-37.59616017955035
258,1,258,2.3862711013592297,-0.6864862648920284,0,2.3848994508501695,-0.27433010181199813,-28.518575185099497
259,1,259,2.3848994508501695,-0.27433010181199813,0,2.3855750649312384,0.1351228162137567,-28.44625265380322
260,1,260,2.3855750649312384,0.1351228162137567,0,2.3882801177465858,0.5410105630694682,-28.456667769654565
261,1,261,2.3882801177465858,0.5410105630694682,-3,2.3907770520372345,0.4993868581297694,-37.5486788470535
