k,l,t,current_theta,current_thetadot,force,next_theta,next_thetadot,reward
95,1,95,-0.011421619485878096,-17.280572386594635,-3,-0.09938303623237113,-17.592283349298608,-39.998228283654726
96,1,96,-0.09938303623237113,-17.592283349298608,0,-0.1869354796479532,-17.510488683116414,-30.836445759910852
97,1,97,-0.1869354796479532,-17.510488683116414,0,-0.27433917129379615,-17.48073832916859,-30.93393115781723
98,1,98,-0.27433917129379615,-17.48073832916859,-3,-0.3640630910054815,-17.944783942337068,-41.864236744878156
99,1,99,-0.3640630910054815,-17.944783942337068,0,-0.4541258049739005,-18.012542793683796,-33.476321023144976
100,1,100,-0.4541258049739005,-18.012542793683796,0,-0.544769614092662,-18.128761823752303,-34.349070188427234
101,1,101,-0.544769614092662,-18.128761823752303,3,-0.6340103230092129,-17.848141783310176,-42.86546196012549
102,1,102,-0.6340103230092129,-17.848141783310176,-3,-0.7265100876325574,-18.499952924668904,-45.86391035865589
103,1,103,-0.7265100876325574,-18.499952924668904,3,-0.8180250960098574,-18.303001675460006,-45.84581232169886
104,1,104,-0.8180250960098574,-18.303001675460006,-3,-0.9131885697671599,-19.032694751460504,-49.39391376999418
105,1,105,-0.9131885697671599,-19.032694751460504,3,-1.0077232553010493,-18.906937106777896,-49.82475787233821
106,1,106,-1.0077232553010493,-18.906937106777896,0,-1.1040103169866473,-19.257412337119572,-43.1789868922493
107,1,107,-1.1040103169866473,-19.257412337119572,0,-1.202176339474563,-19.633204497583126,-45.772411640354136
108,1,108,-1.202176339474563,-19.633204497583126,0,-1.3023243698719709,-20.029606079481542,-48.59875579173253
109,1,109,-1.3023243698719709,-20.029606079481542,3,-1.402316068394739,-19.998339704553644,-58.82581087226307
110,1,110,-1.402316068394739,-19.998339704553644,-3,-1.5066479137330122,-20.866369067654638,-63.890475486537625
111,1,111,-1.5066479137330122,-20.866369067654638,3,-1.6108901300428584,-20.848443261969248,-65.44059370010258
112,1,112,-1.6108901300428584,-20.848443261969248,-3,-1.719478123645677,-21.71759872056375,-70.94843450722351
113,1,113,-1.719478123645677,-21.71759872056375,0,-1.830131322011842,-22.130639673232984,-65.72342451369144
114,1,114,-1.830131322011842,-22.130639673232984,-3,-1.944982239610292,-22.970183519689993,-80.67771265482111
115,1,115,-1.944982239610292,-22.970183519689993,3,-2.0594602880485966,-22.895609687660944,-82.6277776872174
116,1,116,-2.0594602880485966,-22.895609687660944,3,-2.173426535886705,-22.79324956762167,-84.57213711967097
117,1,117,-2.173426535886705,-22.79324956762167,3,-2.2867097386365374,-22.6566405499665,-86.47754324491454
118,1,118,-2.2867097386365374,-22.6566405499665,-3,-2.403540619648361,-23.36617620236471,-92.48285658349363
119,1,119,-2.403540619648361,-23.36617620236471,0,-2.5214331570501174,-23.57850748035122,-87.38272732745646
120,1,120,-2.5214331570501174,-23.57850748035122,3,-2.6378914337553745,-23.29165534105145,-98.04247693403298
121,1,121,-2.6378914337553745,-23.29165534105145,-3,-2.757065743649794,-23.83486197888388,-103.81712212928039
122,1,122,-2.757065743649794,-23.83486197888388,0,-2.876399880502069,-23.866827370454985,-98.33092623587152
123,1,123,-2.876399880502069,-23.866827370454985,3,-2.993341834256003,-23.38839075078677,-108.50215887468428
124,1,124,-2.993341834256003,-23.38839075078677,3,-3.107571446361599,-22.845922421119212,-109.47861859838935
125,1,125,-3.107571446361599,-22.845922421119212,-3,3.059981160286593,-23.126540106278863,-109.3011092352769
126,1,126,3.059981160286593,-23.126540106278863,-3,2.9432992808255967,-23.33637589219922,-106.77369726074407
127,1,127,2.9432992808255967,-23.33637589219922,0,2.8281346105427514,-23.032934056569026,-93.04333200217474
128,1,128,2.8281346105427514,-23.032934056569026,0,2.714805306299274,-22.665860848695484,-88.22496405679615
129,1,129,2.714805306299274,-22.665860848695484,-3,2.6013944244919416,-22.68217636146651,-94.28437720815582
130,1,130,2.6013944244919416,-22.68217636146651,3,2.4926312618287803,-21.752632532632298,-87.383755247204
131,1,131,2.4926312618287803,-21.752632532632298,0,2.386530280575147,-21.220196250726637,-73.50730679244575
132,1,132,2.386530280575147,-21.220196250726637,-3,2.281094890149568,-21.087078085115916,-79.48345570610994
133,1,133,2.281094890149568,-21.087078085115916,3,2.1809667730184352,-20.025623426226474,-72.88563968595528
134,1,134,2.1809667730184352,-20.025623426226474,3,2.086285565728266,-18.936241458033827,-66.62106136452647
135,1,135,2.086285565728266,-18.936241458033827,0,1.9949420252619616,-18.268708093260894,-53.273537960459095
136,1,136,1.9949420252619616,-18.268708093260894,-3,1.9048165960430965,-18.025085843773006,-59.632003290344656
137,1,137,1.9048165960430965,-18.025085843773006,-3,1.8159984331151222,-17.763632585594863,-57.04391580898366
138,1,138,1.8159984331151222,-17.763632585594863,3,1.7329832670389569,-16.603033215233083,-51.58222621379838
139,1,139,1.7329832670389569,-16.603033215233083,3,1.6557744974151083,-15.441753924769738,-46.552722358765436
140,1,140,1.6557744974151083,-15.441753924769738,-3,1.5799229508246726,-15.170309318087133,-44.494611133356834
141,1,141,1.5799229508246726,-15.170309318087133,3,1.509859328315459,-14.012724501842717,-40.034020752960366
142,1,142,1.509859328315459,-14.012724501842717,3,1.4455319724215836,-12.865471178775113,-35.99984828165448
143,1,143,1.4455319724215836,-12.865471178775113,3,1.3868772854110498,-11.730937402106747,-32.37863225716031
144,1,144,1.3868772854110498,-11.730937402106747,3,1.3338231286625197,-10.610831349705999,-29.154394885965726
145,1,145,1.3338231286625197,-10.610831349705999,3,1.2862918557751932,-9.506254577465299,-26.309621300325947
146,1,146,1.2862918557751932,-9.506254577465299,3,1.244202968912983,-8.417777372442053,-23.82610272845915
147,1,147,1.244202968912983,-8.417777372442053,0,1.2052599174230467,-7.788610297987238,-13.329502380124332
148,1,148,1.2052599174230467,-7.788610297987238,0,1.1693983715271206,-7.172309179185223,-11.981664652833867
149,1,149,1.1693983715271206,-7.172309179185223,3,1.1387693856111087,-6.12579718320236,-19.23651768099851
150,1,150,1.1387693856111087,-6.12579718320236,-3,1.1088633812765714,-5.981200866907463,-18.725366372710013
151,1,151,1.1088633812765714,-5.981200866907463,-3,1.0796362375321322,-5.8454287488878185,-18.244975752795114
152,1,152,1.0796362375321322,-5.8454287488878185,0,1.0532582482174655,-5.2755978629333615,-8.329957968329326
153,1,153,1.0532582482174655,-5.2755978629333615,-3,1.0274533399373829,-5.160981656016517,-16.941874994116315
154,1,154,1.0274533399373829,-5.160981656016517,3,1.006609181841962,-4.1688316190841554,-15.804225931670302
155,1,155,1.006609181841962,-4.1688316190841554,3,0.9906535983601038,-3.1911166963716435,-14.925295336705297
156,1,156,0.9906535983601038,-3.1911166963716435,0,0.9773063933897161,-2.669440994077534,-5.488230454888238
157,1,157,0.9773063933897161,-2.669440994077534,3,0.968740277823993,-1.7132231131446318,-13.985801972933835
158,1,158,0.968740277823993,-1.7132231131446318,-3,0.9604717534603595,-1.6537048727266965,-13.88600392658409
159,1,159,0.9604717534603595,-1.6537048727266965,3,0.956915440651707,-0.7112625617305021,-13.629025245960197
160,1,160,0.956915440651707,-0.7112625617305021,0,0.9558121169268502,-0.22066474497135435,-4.57275330728826
161,1,161,0.9558121169268502,-0.22066474497135435,-3,0.9549247971474999,-0.17746395587005348,-13.562556186599274
162,1,162,0.9549247971474999,-0.17746395587005348,0,0.9564657212664966,0.30818482379934836,-4.583631168351221
163,1,163,0.9564657212664966,0.30818482379934836,-3,0.9582026260128281,0.3473809492662892,-13.602828714880712
164,1,164,0.9582026260128281,0.3473809492662892,-3,0.9601369104128012,0.38685687999462426,-13.624280258245115
165,1,165,0.9601369104128012,0.38685687999462426,-3,0.9622702907352016,0.4266760644800695,-13.648025808558067
166,1,166,0.9622702907352016,0.4266760644800695,3,0.9690357707908276,1.3530960111251888,-13.878238506893158
167,1,167,0.9690357707908276,1.3530960111251888,-3,0.9759767590632292,1.388197654480325,-13.955362443948289
168,1,168,0.9759767590632292,1.388197654480325,3,0.9875344206722582,2.3115323218057977,-14.410439327537754
169,1,169,0.9875344206722582,2.3115323218057977,0,1.001475403360074,2.788196537563164,-5.792168910884035
170,1,170,1.001475403360074,2.788196537563164,0,1.0178031844511064,3.2655562182065205,-6.246002352820792
171,1,171,1.0178031844511064,3.2655562182065205,-3,1.034308967181839,3.301156546146518,-15.438738652180414
172,1,172,1.034308967181839,3.301156546146518,-3,1.0510166979471267,3.341546153057523,-15.63977356611976
173,1,173,1.0510166979471267,3.341546153057523,0,1.0701652210694126,3.8297046244571593,-7.192931752991579
174,1,174,1.0701652210694126,3.8297046244571593,0,1.091762758512691,4.319507488655672,-7.825544098831445
175,1,175,1.091762758512691,4.319507488655672,-3,1.113604382118471,4.368324721155995,-17.108799686313567
176,1,176,1.113604382118471,4.368324721155995,0,1.1379328571958314,4.865695015472098,-8.841954735788343
177,1,177,1.1379328571958314,4.865695015472098,3,1.166974850524391,5.808398665711956,-19.182901014766568
178,1,178,1.166974850524391,5.808398665711956,3,1.2007276701351466,6.750563922151083,-20.765746015845668
179,1,179,1.2007276701351466,6.750563922151083,0,1.2369759432317768,7.2496546193260425,-12.906296630622261
180,1,180,1.2369759432317768,7.2496546193260425,-3,1.2735212932430846,7.309070002261562,-22.451532851513676
181,1,181,1.2735212932430846,7.309070002261562,0,1.3126104692787874,7.81783520714055,-14.726585952902028
182,1,182,1.3126104692787874,7.81783520714055,3,1.3564704057647734,8.771987297197198,-25.894835922797146
183,1,183,1.3564704057647734,8.771987297197198,-3,1.4006624345608356,8.838405759212442,-26.621017914397402
184,1,184,1.4006624345608356,8.838405759212442,-3,1.4452089408008366,8.909301248000194,-27.38070928561516
185,1,185,1.4452089408008366,8.909301248000194,3,1.4945575271839096,9.869717276614578,-29.90964292234084
186,1,186,1.4945575271839096,9.869717276614578,3,1.5486845445388333,10.825403470984735,-32.7110551234281
187,1,187,1.5486845445388333,10.825403470984735,3,1.6075596791210331,11.775026916439971,-35.78636649796718
188,1,188,1.6075596791210331,11.775026916439971,-3,1.66671271693111,11.830607562015375,-36.88598393254095
189,1,189,1.66671271693111,11.830607562015375,0,1.728345293033522,12.32651522048236,-30.130185007833987
190,1,190,1.728345293033522,12.32651522048236,3,1.794629967100593,13.256934813414214,-42.678115658788755
191,1,191,1.794629967100593,13.256934813414214,0,1.8632768005222455,13.729366684330515,-36.20855313210255
192,1,192,1.8632768005222455,13.729366684330515,3,1.9364304213815493,14.630724171860743,-49.154622863566644
193,1,193,1.9364304213815493,14.630724171860743,-3,2.009553721984365,14.624660120563165,-50.57959917190514
194,1,194,2.009553721984365,14.624660120563165,-3,2.0825620635196356,14.601668307054103,-52.00619547697863
195,1,195,2.0825620635196356,14.601668307054103,-3,2.1553572996661408,14.559047229301042,-53.424411068622426
196,1,196,2.1553572996661408,14.559047229301042,3,2.232259612047099,15.380462476191736,-57.570777476037534
197,1,197,2.232259612047099,15.380462476191736,3,2.313103103297951,16.168698250170365,-61.89491014293928
198,1,198,2.313103103297951,16.168698250170365,3,2.3977014820623452,16.919675752878856,-66.3724047436755
199,1,199,2.3977014820623452,16.919675752878856,-3,2.481416514893656,16.74300656626219,-67.81996648972476
200,1,200,2.481416514893656,16.74300656626219,-3,2.5640657287914244,16.529842779553636,-69.19573553948963
201,1,201,2.5640657287914244,16.529842779553636,-3,2.6454580188131867,16.278458004352448,-70.49106014646159
202,1,202,2.6454580188131867,16.278458004352448,3,2.7298270050638633,16.873797250135336,-74.7322807517472
203,1,203,2.7298270050638633,16.873797250135336,3,2.8169240516648903,17.419409320205432,-79.0188876707267
204,1,204,2.8169240516648903,17.419409320205432,3,2.906486400101459,17.912469687313784,-83.32397299976722
205,1,205,2.906486400101459,17.912469687313784,0,2.996023624174596,17.907444814627414,-76.94844576195403
206,1,206,2.996023624174596,17.907444814627414,0,3.0852752305953186,17.850321284144492,-79.45801323734317
207,1,207,3.0852752305953186,17.850321284144492,0,-3.109205099550218,17.740995406809915,-79.81007355779046
208,1,208,-3.109205099550218,17.740995406809915,-3,-3.023520871714979,17.1368455670478,-84.07553990736511
209,1,209,-3.023520871714979,17.1368455670478,3,-2.936655621554923,17.373050032011154,-82.30201793952693
210,1,210,-2.936655621554923,17.373050032011154,-3,-2.853303983512822,16.67032760842014,-77.49670036885618
211,1,211,-2.853303983512822,16.67032760842014,-3,-2.77367754649323,15.925287403918492,-72.82791354934402
212,1,212,-2.77367754649323,15.925287403918492,3,-2.6935390770364123,16.027693891363523,-70.964460945136
213,1,213,-2.6935390770364123,16.027693891363523,3,-2.6131108004691326,16.085655313455923,-69.01657096397344
214,1,214,-2.6131108004691326,16.085655313455923,0,-2.53482114633779,15.657930826268531,-56.643670995627176
215,1,215,-2.53482114633779,15.657930826268531,0,-2.4588487655841047,15.194476150737039,-53.316896809604046
216,1,216,-2.4588487655841047,15.194476150737039,3,-2.383139705527846,15.141812011251735,-60.32422137872547
217,1,217,-2.383139705527846,15.141812011251735,3,-2.307860558623284,15.055829380912371,-58.2989016249593
218,1,218,-2.307860558623284,15.055829380912371,0,-2.2353795269529804,14.496206334060705,-45.99860795556883
219,1,219,-2.2353795269529804,14.496206334060705,3,-2.1635973560671835,14.356434177159386,-53.016487824215545
220,1,220,-2.1635973560671835,14.356434177159386,3,-2.092633643599922,14.192742493452284,-51.03897178017604
221,1,221,-2.092633643599922,14.192742493452284,3,-2.0225931514104434,14.008098437895693,-49.07709746523972
222,1,222,-2.0225931514104434,14.008098437895693,0,-1.955781152303868,13.362399821315103,-36.98077247700341
223,1,223,-1.955781152303868,13.362399821315103,3,-1.8900368478662584,13.148860887521902,-44.15045069540144
224,1,224,-1.8900368478662584,13.148860887521902,0,-1.8276344295524705,12.480483662757598,-32.27748528606385
225,1,225,-1.8276344295524705,12.480483662757598,-3,-1.770815235909264,11.363838728641314,-37.592616063698735
226,1,226,-1.770815235909264,11.363838728641314,-3,-1.7195727863918746,10.248489903477868,-34.287807368666364
227,1,227,-1.7195727863918746,10.248489903477868,3,-1.6694578908759745,10.022979103180026,-32.98145925731863
228,1,228,-1.6694578908759745,10.022979103180026,0,-1.6226953622853717,9.352505718120556,-21.912637514660037
229,1,229,-1.6226953622853717,9.352505718120556,3,-1.5770533421861228,9.1284040198498,-29.768262215463096
230,1,230,-1.5770533421861228,9.1284040198498,-3,-1.5369577802709515,8.019112383034239,-27.24181243285036
231,1,231,-1.5369577802709515,8.019112383034239,0,-1.5001472051625282,7.362115021684683,-16.672281945036246
232,1,232,-1.5001472051625282,7.362115021684683,-3,-1.4688051377863007,6.268413475245478,-23.71624341360108
233,1,233,-1.4688051377863007,6.268413475245478,0,-1.4406643555547614,5.628156446307859,-13.545183425241751
234,1,234,-1.4406643555547614,5.628156446307859,0,-1.4156895980767668,4.994951495598915,-12.515839234852372
235,1,235,-1.4156895980767668,4.994951495598915,-3,-1.3960605097993022,3.9258176554928963,-20.286129161523412
236,1,236,-1.3960605097993022,3.9258176554928963,0,-1.3795093062014638,3.310240719567669,-10.610998991630609
237,1,237,-1.3795093062014638,3.310240719567669,-3,-1.3682179309640168,2.258275047489411,-18.870082152068605
238,1,238,-1.3682179309640168,2.258275047489411,-3,-1.3621377776939274,1.2160306540178807,-18.42496968225587
239,1,239,-1.3621377776939274,1.2160306540178807,0,-1.3590080131125455,0.6259529162763741,-9.273695603860032
240,1,240,-1.3590080131125455,0.6259529162763741,0,-1.3588031110468175,0.04098041314560397,-9.231897412378707
241,1,241,-1.3588031110468175,0.04098041314560397,-3,-1.3637150451625701,-0.9823868231505111,-18.39510200904373
242,1,242,-1.3637150451625701,-0.9823868231505111,3,-1.3692749631122318,-1.1119835899323554,-18.498220373457904
243,1,243,-1.3692749631122318,-1.1119835899323554,0,-1.3776965163016655,-1.6843106378867316,-9.773928687638566
244,1,244,-1.3776965163016655,-1.6843106378867316,0,-1.3889617221126542,-2.2530411621977433,-10.153692775326487
245,1,245,-1.3889617221126542,-2.2530411621977433,-3,-1.4052695586643906,-3.2615673103472878,-19.93769479453666
246,1,246,-1.4052695586643906,-3.2615673103472878,0,-1.4243725815510615,-3.8206045773341843,-11.603888189006868
247,1,247,-1.4243725815510615,-3.8206045773341843,0,-1.446257244584703,-4.376932606728293,-12.374053991952822
248,1,248,-1.446257244584703,-4.376932606728293,-3,-1.4731255617071823,-5.373663424495858,-22.73812046275196
249,1,249,-1.4731255617071823,-5.373663424495858,3,-1.5005155508357808,-5.477997825719685,-23.258580609358994
250,1,250,-1.5005155508357808,-5.477997825719685,0,-1.5306453415689598,-6.025958146635795,-15.345592966834419
251,1,251,-1.5306453415689598,-6.025958146635795,-3,-1.5657134468489289,-7.0136210559937915,-26.176381019925714
252,1,252,-1.5657134468489289,-7.0136210559937915,3,-1.6012517633179264,-7.107663293799491,-26.871923797446307
253,1,253,-1.6012517633179264,-7.107663293799491,0,-1.6394706807382813,-7.643783484070978,-19.282063160137845
254,1,254,-1.6394706807382813,-7.643783484070978,-3,-1.6825586374007007,-8.61759133248387,-30.581305878828626
255,1,255,-1.6825586374007007,-8.61759133248387,-3,-1.7304651906233155,-9.581310644522953,-33.152700246479824
256,1,256,-1.7304651906233155,-9.581310644522953,0,-1.7809171046880676,-10.090382812950446,-26.039911200041225
257,1,257,-1.7809171046880676,-10.090382812950446,3,-1.8316510340682357,-10.146785876033634,-36.07045391442375
258,1,258,-1.8316510340682357,-10.146785876033634,-3,-1.887060590298219,-11.081911245996642,-39.085864043697995
259,1,259,-1.887060590298219,-11.081911245996642,-3,-1.947061627148501,-12.000207370056437,-42.35574259200652
260,1,260,-1.947061627148501,-12.000207370056437,3,-2.007126070542915,-12.012888678882812,-43.5737247563883
