trajectory,performance
1,-37327.117126966456
2,-29471.653867482368
3,-28113.648325194277
4,-28371.71909051189
5,-22384.214840753113
6,-22856.712665432206
7,-31012.84377223669
8,-23415.585537648974
9,-23695.659867353854
10,-17637.876005780836
11,-10996.707201510419
12,-11202.448622756798
13,-13587.421881033622
14,-8248.21035687288
15,-8126.686229999819
16,-8109.432939162933
17,-6170.0050093401205
18,-5135.55485113658
19,-5854.43040374961
20,-5813.633099162315
21,-5939.430928452326
22,-5677.347278550871
23,-5803.254394048553
24,-5629.437677756919
25,-5447.955657068612
26,-6138.209647979268
27,-6270.609553122298
28,-6005.723301663397
29,-5973.460272283605
30,-7168.340748602307
31,-5979.861633052464
32,-6551.6764090775405
33,-6478.1624805832735
34,-6410.143235388324
35,-6379.59238597755
36,-4633.034321688601
37,-4070.074145829513
38,-4627.688306178597
39,-4485.214355097645
40,-4503.553535409303
41,-6066.196671052862
42,-4222.15227259383
43,-5974.259468866359
44,-4140.851299975865
45,-3842.755621936718
46,-6040.558340487309
47,-5064.851679343822
48,-4632.745212853628
49,-4503.133942095455
50,-4984.685167865298
51,-4485.333233893902
52,-4427.407740057985
53,-4599.994624454647
54,-4710.424693743144
55,-4619.219363355647
56,-4640.77199656014
57,-3542.415360374977
58,-3677.244378110974
59,-3364.071323857365
60,-3442.178858490849
61,-4406.206826290323
62,-4369.248414880388
63,-4447.034984132775
64,-3588.0316483966326
65,-4176.6664049156
66,-4316.584558270063
67,-3905.9883093430494
68,-3844.6192541698183
69,-3282.918439492164
70,-3386.347035665527
