trajectory,performance
1,-47157.63526465925
2,-33400.04509948317
3,-28323.27886001252
4,-37373.39691183754
5,-36162.952448317425
6,-40729.8845161247
7,-78719.03199604254
8,-24269.717001080644
9,-26878.121074116527
10,-25315.46132240104
11,-33238.99536416585
12,-12204.557997054571
13,-9956.532920608457
14,-8337.165507459787
15,-6353.860773625554
16,-4472.572998933585
17,-3837.267004804465
18,-4106.126572145495
19,-4662.765352429663
20,-6295.397725581726
21,-5633.449224684568
22,-7116.12868620597
23,-6177.014898738879
24,-6314.1198600795515
25,-6246.576977829383
26,-5517.278866597862
27,-6049.605427678015
28,-5904.4977678349915
29,-5289.202633638754
30,-4630.29500303885
31,-4324.511059216722
32,-4342.700029526011
33,-4790.997268758172
34,-5076.835651876465
35,-5220.2872590680745
36,-4989.936923580302
37,-5422.969905209891
38,-4658.912324331229
39,-5198.595235173896
40,-5237.010447293922
41,-4864.522001312088
42,-3948.922665923628
43,-4778.499807612635
44,-4679.65577404986
45,-3531.390589759831
46,-4276.4634295621445
47,-3594.219749680493
48,-4093.0776205102366
49,-3987.416353964061
50,-3276.0460392916275
51,-3917.2843228265388
52,-3154.5481601598467
53,-3833.3703894260625
54,-2915.2509046940295
55,-2855.7556550150084
56,-2994.3770209217337
57,-2882.781582999003
58,-2886.925744859611
59,-2973.463824539565
60,-3033.4914843778897
61,-3020.3221040134354
62,-3041.873786008305
63,-3052.720404604243
64,-2990.6071951422796
65,-3088.903521690798
66,-3255.5987817418304
67,-3002.9539781205003
68,-4024.582978188271
69,-3003.1658007096958
70,-3054.250066518488
