u,index,value
-3,0,-4860.4322716134
-3,1,-2269.895558132063
-3,2,-538.7140652228749
-3,3,-902.690680722301
-3,4,-1202.1625808174451
-3,5,-2463.1016932352727
-3,6,-1335.5974443082732
-3,7,-1379.7134366116643
-3,8,-431.81180092322654
-3,9,-2188.4106285681237
-3,10,-4579.0854494322575
-3,11,-4964.375345906867
-3,12,-2036.0448848564492
-3,13,-910.8933040827551
-3,14,-1753.7123522116333
-3,15,-884.8379831837386
-3,16,-2273.6786159513595
-3,17,-1079.0777260574066
-3,18,-669.5435380926464
-3,19,237.6791192596712
-3,20,-2599.238464092932
-3,21,-4474.883098061021
-3,22,-4090.6385475225593
-3,23,-3820.6332847164717
-3,24,-770.2807900304608
-3,25,-2050.2283285788876
-3,26,-1531.3130416837917
-3,27,-1487.431579463265
-3,28,-1353.471847720229
-3,29,151.0019045681546
-3,30,-154.8333718864206
-3,31,-3781.2120062720637
-3,32,-2912.805351068582
-3,33,-5508.269824580861
-3,34,-3580.6197848560682
-3,35,53.723387580247774
-3,36,-2778.4176348058577
-3,37,-419.94887784440806
-3,38,-2285.518121253895
-3,39,-266.06792275013197
-3,40,973.9868433961171
-3,41,-1619.8852703932826
-3,42,-3775.4994313933694
-3,43,-2211.302587641199
-3,44,-3941.891835129426
-3,45,-4035.9131414437265
-3,46,-1658.8428511448612
-3,47,-2605.6166856854443
-3,48,-1707.857192414395
-3,49,-1225.8857334739673
-3,50,1289.3159901975132
-3,51,-800.0320801253314
-3,52,-2842.194987123861
-3,53,-2877.0837860928236
-3,54,-1337.486077765776
-3,55,-2915.944707898444
-3,56,-5232.516653009956
-3,57,-427.85416673842997
-3,58,-980.8931385084949
-3,59,-2138.247879813217
-3,60,657.0646612269497
-3,61,327.0450281350805
-3,62,-2192.2071288549105
-3,63,-1896.6781781442226
-3,64,-3015.730603780968
-3,65,-1534.323224625208
-3,66,-3528.850974567625
-3,67,-4843.2515933621235
-3,68,-121.63603040161642
-3,69,-4404.476064294412
-3,70,-149.09718388591833
-3,71,1772.3463196486014
-3,72,-2171.1965248112456
-3,73,-1651.6453522133668
-3,74,-1777.7456883869113
-3,75,-3407.759891101571
-3,76,-2641.73812733527
-3,77,-2844.046354499615
-3,78,-3506.366307992323
-3,79,-821.0932301643859
-3,80,-1368.7482567081306
-3,81,2430.333225396833
-3,82,-1659.5015940910002
-3,83,-1672.1384762931514
-3,84,-1438.2099322791576
-3,85,-1656.7368732154177
-3,86,-3385.3313386767686
-3,87,-4152.701981902048
-3,88,-2630.162377178127
-3,89,-3473.2619345274225
-3,90,-1642.4780517703837
-3,91,-1180.8142052379537
-3,92,795.322047375227
-3,93,-2756.520851473102
-3,94,108.78308615213975
-3,95,-3185.2538368409882
-3,96,-483.8577468013884
-3,97,-3507.4261873793125
-3,98,-5010.464794332046
-3,99,-3352.1544630777717
-3,100,-3301.8441253380856
-3,101,-364.33287692741476
-3,102,1052.1495820827047
-3,103,-644.8448228462853
-3,104,-2203.1464452027603
-3,105,-1099.7513445731427
-3,106,-2193.142713852862
-3,107,-253.46424677169998
-3,108,-3928.295080212132
-3,109,-4450.321783970567
-3,110,-4848.666987040425
-3,111,-2015.1041367173602
-3,112,-756.1786680885402
-3,113,-1058.7800355040881
-3,114,-1190.1007268501266
-3,115,-2141.848074360651
-3,116,-1479.5354951393922
-3,117,-1215.3043212104956
-3,118,-479.57508702405613
-3,119,-2653.348213151241
-3,120,-4280.939469919339
0,0,-5309.8530823598085
0,1,-2033.0585032611502
0,2,-612.969838616952
0,3,-836.1374274682686
0,4,-1313.8877662809098
0,5,-2403.879076988948
0,6,-1284.5419592739727
0,7,-1397.3540057716746
0,8,-377.8313968795242
0,9,-2563.005016806755
0,10,-4154.014475645801
0,11,-4473.685522079925
0,12,-1973.0707066109564
0,13,-927.1108412528562
0,14,-1746.5682530195052
0,15,-840.7425611711119
0,16,-2362.3191387248326
0,17,-965.6248113914477
0,18,-673.6440942634262
0,19,359.5075546101394
0,20,-2838.512457177128
0,21,-4641.311796376626
0,22,-4603.087861116351
0,23,-3447.2514590402425
0,24,-824.3423414144718
0,25,-2050.4647355827888
0,26,-1516.0220315598076
0,27,-1445.6942169855731
0,28,-1329.7438021577927
0,29,260.55350506445853
0,30,-459.18302138746145
0,31,-3672.7280987112945
0,32,-2715.5531155527824
0,33,-5354.4445138892925
0,34,-3478.0797200500347
0,35,-11.42895181691421
0,36,-2746.1968792358102
0,37,-391.7661236058525
0,38,-2346.436609399415
0,39,-77.84608005422318
0,40,903.8243725983212
0,41,-1621.4783437947099
0,42,-4017.568712621196
0,43,-2193.5668309398507
0,44,-4333.74333404419
0,45,-3602.2006076416646
0,46,-1635.3950389015515
0,47,-2555.351403160186
0,48,-1679.8042953022523
0,49,-1133.221145294087
0,50,1359.1879212253327
0,51,-1024.2424856322261
0,52,-2858.4136534437293
0,53,-2673.4980238622047
0,54,-873.073250271518
0,55,-3376.896606883307
0,56,-5213.903688640703
0,57,-177.75174230253882
0,58,-1128.2038682107293
0,59,-2066.8480196966634
0,60,784.1791627993641
0,61,184.48929307839057
0,62,-2203.281840911185
0,63,-1833.7353015172578
0,64,-3235.3912967802044
0,65,-1034.974287090001
0,66,-3008.243971859318
0,67,-4547.922932271984
0,68,-231.6439283665555
0,69,-4371.837625924683
0,70,141.3124331713138
0,71,1637.687661496483
0,72,-2298.6080199457147
0,73,-1556.3098337754466
0,74,-1566.0047971128047
0,75,-4093.3906066802615
0,76,-1421.0568913811862
0,77,-2934.1976956373487
0,78,-3485.148802724723
0,79,-941.404353960448
0,80,-1104.2384738707383
0,81,2358.0591827929447
0,82,-1810.8726016100509
0,83,-1525.8373960329548
0,84,-1537.339819459235
0,85,-1697.7265348258156
0,86,-3692.548718730571
0,87,-2798.620723514331
0,88,-2845.878887509182
0,89,-3195.3536622970596
0,90,-1794.5088320135733
0,91,-841.0505056646091
0,92,636.3066207427735
0,93,-2736.6143655163396
0,94,195.48669689194617
0,95,-3473.38561183158
0,96,99.37214978158133
0,97,-4210.070111670842
0,98,-5406.884046032198
0,99,-3266.99114409974
0,100,-3323.514759699225
0,101,-93.24300355547167
0,102,947.5578935192078
0,103,-778.7696346305987
0,104,-2108.708184555897
0,105,-1172.1658342605335
0,106,-2062.4554355970135
0,107,-412.64259334127325
0,108,-4267.6806693440485
0,109,-3800.200854461182
0,110,-4814.844764288121
0,111,-1881.1840236953803
0,112,-744.6072457579066
0,113,-1048.4635471259087
0,114,-1204.9170312412991
0,115,-2176.0343181987896
0,116,-1387.470969860678
0,117,-1288.1283157963444
0,118,-357.09932885134185
0,119,-2582.7342626373647
0,120,-4545.461471566326
3,0,-4702.066792959711
3,1,-2210.152584461765
3,2,-500.6921037701929
3,3,-910.7340203665306
3,4,-1322.971425652885
3,5,-2385.4596537163457
3,6,-1260.9227503187972
3,7,-1437.5108788277407
3,8,-240.4636330453563
3,9,-2846.36334847853
3,10,-4486.343862030881
3,11,-5002.698990355855
3,12,-1524.6632024230703
3,13,-1074.597667922726
3,14,-1680.3947116807249
3,15,-925.034606434293
3,16,-2350.9501406197414
3,17,-952.8360639759045
3,18,-603.5230431749729
3,19,195.981404152998
3,20,-2970.4600898301996
3,21,-4231.4589753539085
3,22,-4441.530788591972
3,23,-3219.9128966042927
3,24,-1041.9907097337405
