u,index,value
-3,0,-4156.912439930951
-3,1,-3034.229463590252
-3,2,-153.99441007059457
-3,3,-1140.3477675202557
-3,4,-899.9401847511078
-3,5,-3099.617699242767
-3,6,-895.4089742464954
-3,7,-1741.2777595486175
-3,8,-395.0966361728045
-3,9,-2565.6415786767707
-3,10,-4019.1094717748806
-3,11,-4020.7465196554817
-3,12,-2409.724582009341
-3,13,-318.9688257190469
-3,14,-1742.6353064613977
-3,15,-733.0651191332762
-3,16,-2372.2199786181013
-3,17,-817.2840859752943
-3,18,-945.0886159286056
-3,19,404.8580495317528
-3,20,-2822.5891139573373
-3,21,-4647.297526578252
-3,22,-2934.250633969506
-3,23,-3875.245068325453
-3,24,-954.0261351972364
-3,25,-2070.7180814943945
-3,26,-1342.1886601434805
-3,27,-1363.7961967522456
-3,28,-1258.916617827824
-3,29,-29.53782895008833
-3,30,-236.093568958212
-3,31,-3802.549329613622
-3,32,-3238.25966706761
-3,33,-3137.119839771466
-3,34,-4507.341706765475
-3,35,471.5219116496395
-3,36,-2669.705176152039
-3,37,-379.85770451794764
-3,38,-2557.7270357929397
-3,39,17.328577423299084
-3,40,634.8070836843111
-3,41,-1342.5709334196363
-3,42,-4126.575956711228
-3,43,-2400.047305016061
-3,44,-2040.9147206145271
-3,45,-3743.777782306244
-3,46,-2000.2976619681335
-3,47,-2496.157113236303
-3,48,-1278.841320134827
-3,49,-1314.9775005771376
-3,50,1644.8031273753156
-3,51,-1525.6551751810184
-3,52,-2221.5313762633305
-3,53,-3780.9023012572716
-3,54,-2239.631126314619
-3,55,-2116.520425621696
-3,56,-4568.018645047435
-3,57,-1293.9896671432932
-3,58,-796.1025107976802
-3,59,-2155.8852132503057
-3,60,15.648818746867022
-3,61,1039.225580342485
-3,62,-3288.492522570736
-3,63,-608.8705483710672
-3,64,-4231.8589277878855
-3,65,-3049.9069415742524
-3,66,-3548.7193067345825
-3,67,-4661.241489855992
-3,68,-620.9689505522191
-3,69,-4257.1362688386525
-3,70,-196.94405242638018
-3,71,2374.715199380629
-3,72,-2164.2132755822927
-3,73,-2303.0704619348217
-3,74,-948.3267559795987
-3,75,-4550.583969738126
-3,76,-2745.405060612552
-3,77,-3736.8800821143805
-3,78,-3157.722776816407
-3,79,-1431.7201054334769
-3,80,-1392.046047135474
-3,81,2955.7401743139108
-3,82,-2533.4176507654915
-3,83,-1566.9236597941458
-3,84,-1419.1857576618609
-3,85,-1965.044110010395
-3,86,-3907.679619522135
-3,87,-2041.8433984036112
-3,88,-3322.5709217438452
-3,89,-3219.707874874948
-3,90,-2407.8524168304525
-3,91,-323.3088864369394
-3,92,542.9553309834292
-3,93,-2718.9369923893764
-3,94,115.11571158656328
-3,95,-3764.743803039464
-3,96,509.2685026379848
-3,97,-4496.454667452491
-3,98,-3136.131009951505
-3,99,-4184.237028859654
-3,100,-3283.0933680044423
-3,101,-310.45888538959736
-3,102,1491.9775805657453
-3,103,-1273.4543456174372
-3,104,-1535.3428392286967
-3,105,-1373.554522784407
-3,106,-2426.158169145744
-3,107,-6.573517862966819
-3,108,-4276.560685605013
-3,109,-4330.334781942864
-3,110,-4755.597039721452
-3,111,-2227.814111358175
-3,112,-381.17306066978847
-3,113,-1154.4492802610857
-3,114,-935.6912797944859
-3,115,-2705.77422587048
-3,116,-1026.794751985357
-3,117,-1536.9389788843705
-3,118,-832.9262976946269
-3,119,-2082.298295293963
-3,120,-4409.614552428869
0,0,-4168.712458077448
0,1,-2677.375668089096
0,2,-252.58805403126829
0,3,-1114.780225572496
0,4,-996.8072859748279
0,5,-3041.5901229789674
0,6,-864.0358390441987
0,7,-1754.5255513346763
0,8,-391.42426880019866
0,9,-2608.0029916406747
0,10,-4312.177160933442
0,11,-4076.312739528364
0,12,-2156.3356780329927
0,13,-394.2819973256365
0,14,-1672.8800741101197
0,15,-737.7808727266463
0,16,-2413.2293824790786
0,17,-704.2579246800589
0,18,-952.3149832888996
0,19,505.80238905236513
0,20,-3144.3864337790105
0,21,-4449.9942298974
0,22,-3157.062115688464
0,23,-3752.5269731098206
0,24,-913.2119231488904
0,25,-2129.413715513553
0,26,-1280.53274719836
0,27,-1380.7521029217592
0,28,-1200.5417875737896
0,29,-9.298195090586914
0,30,-324.75974101029504
0,31,-3966.481170273038
0,32,-2791.4277401462796
0,33,-2784.5341809546226
0,34,-4387.323786761563
0,35,417.2929572304662
0,36,-2614.411266070657
0,37,-388.9040507979571
0,38,-2564.9272702428825
0,39,184.06097937117394
0,40,589.0840712806402
0,41,-1412.131862565688
0,42,-4239.406140971343
0,43,-2463.6254340485225
0,44,-1763.5076498197616
0,45,-3632.0792956321666
0,46,-1986.3569171235397
0,47,-2560.9332361192355
0,48,-1222.4416318503618
0,49,-1229.317232415751
0,50,1680.8828654440665
0,51,-1751.512371616022
0,52,-2176.69465248805
0,53,-3611.098783699379
0,54,-2986.7511503539836
0,55,-2445.7806735371346
0,56,-4630.763307281166
0,57,-1174.3246388527814
0,58,-790.832798842959
0,59,-2179.193475897125
0,60,221.44508190060986
0,61,866.5105168482077
0,62,-3232.071554430577
0,63,-709.5924483752108
0,64,-4210.927134386425
0,65,-3053.566374959792
0,66,-3976.939160454841
0,67,-4230.756427709953
0,68,-684.277889916827
0,69,-4225.993046793831
0,70,85.40044261750107
0,71,2275.444033937113
