u,index,value
-3,0,-3985.800648712174
-3,1,-3360.444615880696
-3,2,174.5552027002745
-3,3,-1664.260048705174
-3,4,-795.0668038068171
-3,5,-3251.9647970281185
-3,6,-958.3231661982335
-3,7,-1692.9791827126787
-3,8,-351.33535750614965
-3,9,-3171.7750469391895
-3,10,-3250.8476555605957
-3,11,-4099.624421568042
-3,12,-3024.3558340335694
-3,13,-358.5887880781705
-3,14,-2017.2484653865038
-3,15,-790.1654578652749
-3,16,-2245.6222818123915
-3,17,-1023.3353044926107
-3,18,-906.2074954640301
-3,19,531.8161654697947
-3,20,-3289.7300045434395
-3,21,-3548.7388814508945
-3,22,-4369.91816454082
-3,23,-3770.379750787888
-3,24,-647.0991692267861
-3,25,-2225.3340852094243
-3,26,-1614.7764854552368
-3,27,-1377.5350010963189
-3,28,-1509.3658714407898
-3,29,247.55286155475574
-3,30,-508.04685672234393
-3,31,-4059.951215029066
-3,32,-1982.8192086311524
-3,33,-4340.694641525238
-3,34,-3870.011582918765
-3,35,-531.6948951887917
-3,36,-2334.437570414584
-3,37,-772.3562578871553
-3,38,-2073.257808305461
-3,39,-349.4193142369459
-3,40,980.4268327156741
-3,41,-1588.5629472493247
-3,42,-3810.379940991902
-3,43,-914.9837474162086
-3,44,-3595.5147532186534
-3,45,-4096.755394703645
-3,46,-2340.182289087444
-3,47,-1637.6161817853772
-3,48,-2375.707662409363
-3,49,-984.8890471276659
-3,50,1084.4428524000057
-3,51,-682.0627076966797
-3,52,-3007.5227306410047
-3,53,-2868.39362867132
-3,54,-393.96437904370407
-3,55,-4761.406616472882
-3,56,-4466.256720032366
-3,57,-679.1206853542371
-3,58,-1103.789867810872
-3,59,-1952.394370696835
-3,60,703.3141742675081
-3,61,93.12320204502606
-3,62,-1555.1899121434355
-3,63,-2533.152959104824
-3,64,-2053.269645574853
-3,65,-287.1193389051279
-3,66,-2333.2377484411777
-3,67,-4149.5831464563835
-3,68,-1980.6368000174643
-3,69,-3263.1808823970186
-3,70,-738.9588643811732
-3,71,1944.2650543211387
-3,72,-2301.05357218235
-3,73,-1355.229550827417
-3,74,-2400.2807382961764
-3,75,-3665.7258565141296
-3,76,-902.0456626985971
-3,77,-2004.4734704838247
-3,78,-4254.961122693281
-3,79,-1597.9740670521667
-3,80,44.63932528985728
-3,81,1775.9217607728185
-3,82,-1357.2094538874026
-3,83,-2081.8817018991194
-3,84,-1104.016672256637
-3,85,-2033.7766660446728
-3,86,-5019.847215982115
-3,87,-1696.5827835535415
-3,88,-2765.3434804165618
-3,89,-4245.036418679887
-3,90,-1119.4682575276315
-3,91,-1331.2760355502724
-3,92,351.5395155490958
-3,93,-2345.101408724082
-3,94,-455.15260213351786
-3,95,-3016.5840603734446
