u,index,value
-3,0,-4111.300202970541
-3,1,-3631.9845886533258
-3,2,242.3431281943853
-3,3,-945.9360299515001
-3,4,-1387.1594378440252
-3,5,-2689.1240020285286
-3,6,-1050.6002315263966
-3,7,-1742.1348593629532
-3,8,-218.7610817759138
-3,9,-2870.9318765121134
-3,10,-3087.9400038715803
-3,11,-2080.1944233171707
-3,12,-2734.3495719059674
-3,13,-324.16994268818564
-3,14,-1902.5781657451173
-3,15,-570.9974633065405
-3,16,-2583.0668450654894
-3,17,-566.4595654388307
-3,18,-1128.6690550036014
-3,19,519.527283564507
-3,20,-2816.7442270761885
-3,21,-4485.703068321283
-3,22,-1682.4870680895979
-3,23,-4545.655061606447
-3,24,-564.0850777350221
-3,25,-1783.1981401051146
-3,26,-1505.443883264951
-3,27,-2098.7339923176905
-3,28,-924.9346099747096
-3,29,-179.63821320176314
-3,30,-157.0869281623262
-3,31,-3265.8582823334564
-3,32,-3375.5456095662357
-3,33,-1780.8513092703176
-3,34,-3772.9882527526465
-3,35,-618.7551733985168
-3,36,-2453.1868271054436
-3,37,-204.069961420897
-3,38,-2070.2310402969388
-3,39,-123.26756803344395
-3,40,682.0051973683871
-3,41,-1166.2150758905211
-3,42,-3756.4317213820236
-3,43,-3093.2806766322487
-3,44,-1815.3793531000413
-3,45,-4095.2942264501266
-3,46,-2706.3700224278427
-3,47,-1681.0961450904117
-3,48,-1830.8765316643653
-3,49,-1756.8146836318847
-3,50,1771.3097681236502
-3,51,-1186.4449594583018
-3,52,-2219.1421538416894
-3,53,-3212.856304133762
-3,54,-2430.0221343781127
-3,55,-1977.2094298004129
-3,56,-3872.4896908129435
-3,57,-1696.1495174124768
-3,58,-323.62932215171963
-3,59,-2149.30601479504
-3,60,1124.6303604362838
-3,61,792.1649515653058
-3,62,-3132.6326207782977
-3,63,-971.7980331101638
-3,64,-3930.093740955873
-3,65,-2261.925809333197
-3,66,-1083.0591022485623
-3,67,-2893.5033013954894
-3,68,-2611.397317206298
-3,69,-3047.586655429988
-3,70,-563.073529773867
-3,71,1541.8566690561036
-3,72,-2495.7789344079256
-3,73,-1896.6681380121006
-3,74,-1064.997188372051
-3,75,-5104.795368327163
-3,76,-2171.1838412013217
-3,77,-523.2913509054164
-3,78,-3072.860317456442
-3,79,-2534.7840550884553
-3,80,-211.24895383396347
-3,81,1824.1988721890064
-3,82,-1201.2515369268692
-3,83,-1900.446244637385
-3,84,-1288.5429855947814
-3,85,-1901.0546981493032
-3,86,-4185.003952557751
-3,87,-1900.3399534270657
-3,88,-1205.4572979998934
-3,89,-4376.094854035305
-3,90,-2079.1126507747535
-3,91,-222.85434573087042
-3,92,178.6987961605255
-3,93,-2291.1112516651065
-3,94,-784.9620465670498
-3,95,-2781.231480304128
-3,96,-243.51204907125611
-3,97,-4573.26227221382
-3,98,-2717.0090907221715
-3,99,-2172.214664559912
-3,100,-4610.910247920383
-3,101,172.31188040414654
-3,102,1292.0508933013055
-3,103,-1302.855698147715
-3,104,-1415.7091517689053
-3,105,-1219.4147993662584
