k,l,t,current_theta1,current_thetadot1,current_theta2,current_thetadot2,force1,force2,next_theta1,next_thetadot1,next_theta2,next_thetadot2,reward
14,1,14,-1.5563298436116624,-2.256698946741821,-2.5653860493477736,1.2432754787429678,0.0,-1.0,-1.662315105247516,-2.1197052327170716,-2.5334134117029645,0.6394527528961806,-9.335289366917939
15,1,15,-1.662315105247516,-2.1197052327170716,-2.5334134117029645,0.6394527528961806,1.5,1.0,-1.7513051733839917,-1.7798013627295122,-2.4681499877660826,1.3052684787376396,-9.426577528570247
16,1,16,-1.7513051733839917,-1.7798013627295122,-2.4681499877660826,1.3052684787376396,0.0,0.0,-1.8376077341753945,-1.726051215828054,-2.4004369190620105,1.3542613740814409,-9.402405107049242
17,1,17,-1.8376077341753945,-1.726051215828054,-2.4004369190620105,1.3542613740814409,0.0,-1.0,-1.916983765422471,-1.5875206249415328,-2.365235322710495,0.7040319270303085,-9.379563420546667
18,1,18,-1.916983765422471,-1.5875206249415328,-2.365235322710495,0.7040319270303085,-1.5,-1.0,-2.007258452261696,-1.8054937367844934,-2.355805953617808,0.18858738185374246,-9.419959023135373
19,1,19,-2.007258452261696,-1.8054937367844934,-2.355805953617808,0.18858738185374246,0.0,-1.0,-2.091610280629658,-1.6870365673592405,-2.377266738399704,-0.4292156956379263,-9.743676826985253
20,1,20,-2.091610280629658,-1.6870365673592405,-2.377266738399704,-0.4292156956379263,0.0,0.0,-2.1758350426571598,-1.684495240550033,-2.3942882773316128,-0.340430778638175,-10.177746636186704
21,1,21,-2.1758350426571598,-1.684495240550033,-2.3942882773316128,-0.340430778638175,1.5,-1.0,-2.2378668785339246,-1.2406367175352984,-2.448603410255807,-1.0863026584838822,-10.614545354346461
22,1,22,-2.2378668785339246,-1.2406367175352984,-2.448603410255807,-1.0863026584838822,-1.5,-1.0,-2.3146002790772067,-1.534668010865643,-2.5283800524883455,-1.5955328446507746,-11.139668473291835
23,1,23,-2.3146002790772067,-1.534668010865643,-2.5283800524883455,-1.5955328446507746,1.5,0.0,-2.3755150526191895,-1.218295470839653,-2.608980910298473,-1.6120171562025516,-11.995126689821937
24,1,24,-2.3755150526191895,-1.218295470839653,-2.608980910298473,-1.6120171562025516,-1.5,0.0,-2.456530594493306,-1.6203108374823263,-2.681575212830144,-1.4518860506334235,-12.653995313830189
25,1,25,-2.456530594493306,-1.6203108374823263,-2.681575212830144,-1.4518860506334235,1.5,0.0,-2.5199138417207885,-1.2676649445496517,-2.7548652126050346,-1.4657999954978038,-13.462057199451
26,1,26,-2.5199138417207885,-1.2676649445496517,-2.7548652126050346,-1.4657999954978038,0.0,-1.0,-2.581328438345234,-1.2282919324889081,-2.8596311627633746,-2.095319003166796,-14.127025311239478
27,1,27,-2.581328438345234,-1.2282919324889081,-2.8596311627633746,-2.095319003166796,0.0,0.0,-2.6438274291266466,-1.2499798156282549,-2.961909114989005,-2.045559044512607,-15.135700033479717
28,1,28,-2.6438274291266466,-1.2499798156282549,-2.961909114989005,-2.045559044512607,0.0,-1.0,-2.7044347489368157,-1.2121463962033854,-3.095864420000053,-2.6791061002209666,-16.050067147660634
29,1,29,-2.7044347489368157,-1.2121463962033854,-3.095864420000053,-2.6791061002209666,-1.5,-1.0,-2.7822453034944847,-1.5562110911533784,3.024500091947646,-3.2564159046377426,-17.330689237382707
30,1,30,-2.7822453034944847,-1.5562110911533784,3.024500091947646,-3.2564159046377426,0.0,0.0,-2.856474245918004,-1.4845788484703861,2.862700433154549,-3.2359931758619456,-17.539791610218757
31,1,31,-2.856474245918004,-1.4845788484703861,2.862700433154549,-3.2359931758619456,0.0,1.0,-2.926979445486645,-1.4101039913728215,2.734428142670767,-2.5654458096756363,-16.988280197153607
32,1,32,-2.926979445486645,-1.4101039913728215,2.734428142670767,-2.5654458096756363,0.0,1.0,-2.994373323519188,-1.347877560650858,2.638846277484382,-1.911637303727694,-16.472801215174602
33,1,33,-2.994373323519188,-1.347877560650858,2.638846277484382,-1.911637303727694,-1.5,1.0,-3.078696485610484,-1.686463241825925,2.580275198662313,-1.1714215764413827,-16.203337831771996
34,1,34,-3.078696485610484,-1.686463241825925,2.580275198662313,-1.1714215764413827,1.5,-1.0,-3.137218382320541,-1.1704379342011373,2.478759366027333,-2.030316652699605,-16.347011490131308
35,1,35,-3.137218382320541,-1.1704379342011373,2.478759366027333,-2.030316652699605,0.0,1.0,3.0888750728782552,-1.1418370396158073,2.4096639018640302,-1.3819092832660558,-16.260992706440454
36,1,36,3.0888750728782552,-1.1418370396158073,2.4096639018640302,-1.3819092832660558,1.5,1.0,3.0487758160105134,-0.801985137354839,2.3667582255815938,-0.8581135256487332,-15.508302590406004
37,1,37,3.0487758160105134,-0.801985137354839,2.3667582255815938,-0.8581135256487332,1.5,1.0,3.0234028162100386,-0.5074599960094994,2.351050931300772,-0.3141458856164344,-14.965555423820675
38,1,38,3.0234028162100386,-0.5074599960094994,2.351050931300772,-0.3141458856164344,1.5,1.0,3.011419027001842,-0.23967578416393082,2.363144094931691,0.24186327261838225,-14.686215234887003
39,1,39,3.011419027001842,-0.23967578416393082,2.363144094931691,0.24186327261838225,0.0,0.0,2.99966065184416,-0.2351675031536398,2.374901508244279,0.2351482662517633,-14.658891685807058
40,1,40,2.99966065184416,-0.2351675031536398,2.374901508244279,0.2351482662517633,1.5,0.0,3.0055113947700574,0.11701485851794732,2.37963338759534,0.09463758702121508,-14.643651123166118
41,1,41,3.0055113947700574,0.11701485851794732,2.37963338759534,0.09463758702121508,1.5,0.0,3.0286888973711705,0.4635500520222625,2.377652336532881,-0.039621021249176214,-14.696886240950686
42,1,42,3.0286888973711705,0.4635500520222625,2.377652336532881,-0.039621021249176214,0.0,1.0,3.047005079724705,0.3663236470706869,2.410579667033124,0.6585466100048631,-14.837009494282398
43,1,43,3.047005079724705,0.3663236470706869,2.410579667033124,0.6585466100048631,-1.5,0.0,3.0479714249546306,0.019326904598513883,2.4492042323545697,0.7724913064289091,-15.123528119579285
44,1,44,3.0479714249546306,0.019326904598513883,2.4492042323545697,0.7724913064289091,1.5,-1.0,3.0710567487714977,0.4617064763373392,2.446389407440249,-0.05629649828641503,-15.318586996510977
45,1,45,3.0710567487714977,0.4617064763373392,2.446389407440249,-0.05629649828641503,1.5,0.0,3.111419302420629,0.8072510729826289,2.4373652633242964,-0.18048288231904877,-15.427027795311371
46,1,46,3.111419302420629,0.8072510729826289,2.4373652633242964,-0.18048288231904877,1.5,1.0,-3.1186465759151982,1.0623885768751802,2.4564340734029293,0.3813762015726555,-15.655890920617681
47,1,47,-3.1186465759151982,1.0623885768751802,2.4564340734029293,0.3813762015726555,1.5,0.0,-3.048109709368817,1.4107373309276239,2.4678161375246854,0.22764128243512016,-15.82373068721254
48,1,48,-3.048109709368817,1.4107373309276239,2.4678161375246854,0.22764128243512016,1.5,-1.0,-2.9564950596210804,1.8322929949547357,2.4360420735401975,-0.6354812796897551,-15.48318930749279
49,1,49,-2.9564950596210804,1.8322929949547357,2.4360420735401975,-0.6354812796897551,0.0,1.0,-2.871149492970408,1.7069113330134513,2.435577285813626,-0.009295754531431166,-14.863220725431695
50,1,50,-2.871149492970408,1.7069113330134513,2.435577285813626,-0.009295754531431166,1.5,1.0,-2.7733986161483313,1.9550175364415308,2.4600693644767904,0.48984157326328404,-14.321217761646604
51,1,51,-2.7733986161483313,1.9550175364415308,2.4600693644767904,0.48984157326328404,1.5,0.0,-2.6580488566265257,2.306995190436112,2.473162261212315,0.2618579347104946,-13.946783078825264
52,1,52,-2.6580488566265257,2.306995190436112,2.473162261212315,0.2618579347104946,1.5,-1.0,-2.521689628919625,2.727184554138007,2.4387709094377823,-0.687827035490659,-13.451295113831701
53,1,53,-2.521689628919625,2.727184554138007,2.4387709094377823,-0.687827035490659,0.0,0.0,-2.3882904876948734,2.6679828244950343,2.39561501014665,-0.8631179858226429,-12.702054214474822
54,1,54,-2.3882904876948734,2.6679828244950343,2.39561501014665,-0.8631179858226429,-1.5,0.0,-2.2755417396752473,2.2549749603925244,2.3504369798822595,-0.9035606052878072,-11.836057980916303
55,1,55,-2.2755417396752473,2.2549749603925244,2.3504369798822595,-0.9035606052878072,-1.5,1.0,-2.187486034186136,1.761114109782225,2.3413594061417573,-0.18155147481004574,-10.997710897373556
56,1,56,-2.187486034186136,1.761114109782225,2.3413594061417573,-0.18155147481004574,1.5,0.0,-2.0834816443857127,2.0800877960084683,2.321186244914402,-0.4034632245471069,-10.423783210771859
57,1,57,-2.0834816443857127,2.0800877960084683,2.321186244914402,-0.4034632245471069,0.0,1.0,-1.9860432814538036,1.9487672586381808,2.330609241703977,0.18845993579150688,-9.95327873670528
58,1,58,-1.9860432814538036,1.9487672586381808,2.330609241703977,0.18845993579150688,1.5,0.0,-1.8719372750763927,2.282120127548218,2.3271621123403867,-0.06894258727181335,-9.567767902110715
59,1,59,-1.8719372750763927,2.282120127548218,2.3271621123403867,-0.06894258727181335,0.0,-1.0,-1.7541975761962474,2.3547939776029088,2.280840816667702,-0.9264259134536951,-9.180473926778022
60,1,60,-1.7541975761962474,2.3547939776029088,2.280840816667702,-0.9264259134536951,1.5,0.0,-1.6222736319274964,2.638478885375021,2.2198723643090648,-1.2193690471727392,-8.599609949813852
61,1,61,-1.6222736319274964,2.638478885375021,2.2198723643090648,-1.2193690471727392,0.0,1.0,-1.4991367815373888,2.4627370078021498,2.1854736684282496,-0.6879739176163056,-7.982026635758985
62,1,62,-1.4991367815373888,2.4627370078021498,2.1854736684282496,-0.6879739176163056,0.0,-1.0,-1.372540452116297,2.5319265884218396,2.1058727684485468,-1.5920179995940562,-7.350625329197443
63,1,63,-1.372540452116297,2.5319265884218396,2.1058727684485468,-1.5920179995940562,1.5,0.0,-1.233166429870437,2.7874804449171973,2.008350805907414,-1.9504392508226545,-6.765826087598201
64,1,64,-1.233166429870437,2.7874804449171973,2.008350805907414,-1.9504392508226545,-1.5,0.0,-1.1137560854585589,2.388206888237565,1.909859887461376,-1.9698183689207667,-6.132885428445631
65,1,65,-1.1137560854585589,2.388206888237565,1.909859887461376,-1.9698183689207667,0.0,0.0,-0.9975648975551186,2.3238237580688064,1.8035128743771671,-2.126940261684174,-5.367203235008104
66,1,66,-0.9975648975551186,2.3238237580688064,1.8035128743771671,-2.126940261684174,1.5,1.0,-0.8770916239574309,2.4094654719537525,1.7172679848456645,-1.7248977906300533,-4.743995999645254
67,1,67,-0.8770916239574309,2.4094654719537525,1.7172679848456645,-1.7248977906300533,1.5,-1.0,-0.734624235827844,2.849347762591739,1.567332285818573,-2.9987139805418286,-4.15733886102506
68,1,68,-0.734624235827844,2.849347762591739,1.567332285818573,-2.9987139805418286,-1.5,1.0,-0.6207234365983171,2.2780159845905374,1.464060128037812,-2.065443155615218,-3.851756672499095
69,1,69,-0.6207234365983171,2.2780159845905374,1.464060128037812,-2.065443155615218,1.5,0.0,-0.4934116154626911,2.54623642271252,1.336527105692338,-2.5506604469094807,-3.001540256008907
70,1,70,-0.4934116154626911,2.54623642271252,1.336527105692338,-2.5506604469094807,0.0,-1.0,-0.3555917308572999,2.756397692107824,1.151318348850796,-3.7041751368308367,-2.679219158312657
71,1,71,-0.3555917308572999,2.756397692107824,1.151318348850796,-3.7041751368308367,-1.5,1.0,-0.24928022348460332,2.1262301474539314,1.0295682129742256,-2.435002717531411,-2.517911503523268
72,1,72,-0.24928022348460332,2.1262301474539314,1.0295682129742256,-2.435002717531411,1.5,1.0,-0.14368315482602917,2.111941373171483,0.9355372047185841,-1.8806201651128287,-1.6446559787038406
73,1,73,-0.14368315482602917,2.111941373171483,0.9355372047185841,-1.8806201651128287,-1.5,1.0,-0.07270884529665224,1.4194861905875384,0.9205884474852213,-0.2989751446672564,-1.2957261388505454
74,1,74,-0.07270884529665224,1.4194861905875384,0.9205884474852213,-0.2989751446672564,-1.5,0.0,-0.01853960090307795,1.0833848878714858,0.9279035553028118,0.1463021563518092,-0.957986024947499
75,1,75,-0.01853960090307795,1.0833848878714858,0.9279035553028118,0.1463021563518092,0.0,-1.0,0.05276142579837789,1.4260205340291168,0.873887589295701,-1.0803193201422152,-0.9211050815563187
76,1,76,0.05276142579837789,1.4260205340291168,0.873887589295701,-1.0803193201422152,0.0,-1.0,0.14054903723918882,1.7557522288162186,0.7584153465646388,-2.309444854621243,-0.9264945066245909
77,1,77,0.14054903723918882,1.7557522288162186,0.7584153465646388,-2.309444854621243,-1.5,-1.0,0.22835692842675248,1.7561578237512732,0.6065935263612461,-3.036436404067855,-1.0157579410501067
78,1,78,0.22835692842675248,1.7561578237512732,0.6065935263612461,-3.036436404067855,1.5,0.0,0.3330003705484258,2.0928688424334667,0.4244064120177218,-3.643742286870486,-1.0353044098774393
79,1,79,0.3330003705484258,2.0928688424334667,0.4244064120177218,-3.643742286870486,1.5,-1.0,0.47708317235016345,2.881656036034753,0.13735883919768926,-5.7409514564006505,-1.173857941584993
80,1,80,0.47708317235016345,2.881656036034753,0.13735883919768926,-5.7409514564006505,0.0,-1.0,0.6413335225447081,3.285007003890894,-0.17680042616129005,-6.283185307179586,-2.309599060783646
81,1,81,0.6413335225447081,3.285007003890894,-0.17680042616129005,-6.283185307179586,-1.5,1.0,0.7527609314687209,2.228548178480257,-0.3521926939563749,-3.507845355901697,-2.9560515088289003
82,1,82,0.7527609314687209,2.228548178480257,-0.3521926939563749,-3.507845355901697,1.5,-1.0,0.9008471367005929,2.96172410463744,-0.6209457247456571,-5.375060615785642,-1.554259014858344
83,1,83,0.9008471367005929,2.96172410463744,-0.6209457247456571,-5.375060615785642,1.5,-1.0,1.0769725049628378,3.5225073652448993,-0.9351049901046364,-6.283185307179586,-3.080253471549585
84,1,84,1.0769725049628378,3.5225073652448993,-0.9351049901046364,-6.283185307179586,-1.5,1.0,1.20644534030542,2.589456706851643,-1.120153145267018,-3.700963103247629,-4.628614906092622
85,1,85,1.20644534030542,2.589456706851643,-1.120153145267018,-3.700963103247629,1.5,1.0,1.3316905322361352,2.5049038386143043,-1.2507252087712377,-2.6114412700843967,-3.730374124409218
86,1,86,1.3316905322361352,2.5049038386143043,-1.2507252087712377,-2.6114412700843967,-1.5,0.0,1.4373451443359586,2.113092241996468,-1.3420000274515642,-1.8254963736065286,-3.992421658893451
87,1,87,1.4373451443359586,2.113092241996468,-1.3420000274515642,-1.8254963736065286,0.0,1.0,1.527812741679899,1.8093519468788095,-1.3713207628117927,-0.5864147072045693,-4.256804929287969
88,1,88,1.527812741679899,1.8093519468788095,-1.3713207628117927,-0.5864147072045693,1.5,1.0,1.6187341555004302,1.8184282764106225,-1.3606022541194194,0.21437017384746682,-4.395614241983164
89,1,89,1.6187341555004302,1.8184282764106225,-1.3606022541194194,0.21437017384746682,1.5,0.0,1.720665324669016,2.0386233833717182,-1.356097683746545,0.09009140745748576,-4.639170558492791
90,1,90,1.720665324669016,2.0386233833717182,-1.356097683746545,0.09009140745748576,1.5,0.0,1.8330349213789943,2.2473919341995665,-1.3553268205620685,0.015417263689528352,-5.007895175427456
91,1,91,1.8330349213789943,2.2473919341995665,-1.3553268205620685,0.015417263689528352,-1.5,1.0,1.9118686744565925,1.5766750615519642,-1.2710526974577048,1.6854824620872744,-5.449478223426029
92,1,92,1.9118686744565925,1.5766750615519642,-1.2710526974577048,1.6854824620872744,1.5,1.0,1.985217326199413,1.4669730348564114,-1.1426349216470966,2.5683555162121636,-5.5371545570690985
93,1,93,1.985217326199413,1.4669730348564114,-1.1426349216470966,2.5683555162121636,0.0,0.0,2.047479641047126,1.245246296954265,-0.9967385910108177,2.9179266127255774,-5.684125393542478
94,1,94,2.047479641047126,1.245246296954265,-0.9967385910108177,2.9179266127255774,1.5,-1.0,2.1314528835170727,1.6794648493989364,-0.9151148268474265,1.6324752832678255,-5.688907402179222
95,1,95,2.1314528835170727,1.6794648493989364,-0.9151148268474265,1.6324752832678255,0.0,-1.0,2.2244189733541884,1.8593217967423112,-0.8768148355509794,0.765999825928943,-5.654805427511587
96,1,96,2.2244189733541884,1.8593217967423112,-0.8768148355509794,0.765999825928943,1.5,-1.0,2.3454555444364678,2.4207314216455913,-0.9100807581796114,-0.6653184525726409,-5.919035688718604
97,1,97,2.3454555444364678,2.4207314216455913,-0.9100807581796114,-0.6653184525726409,-1.5,-1.0,2.460885998036278,2.3086090719961994,-0.9578241967983724,-0.9548687723752196,-6.64453816029034
98,1,98,2.460885998036278,2.3086090719961994,-0.9578241967983724,-0.9548687723752196,-1.5,-1.0,2.571280042905206,2.2078808973785566,-1.0214555117020012,-1.272626298072578,-7.28545959829148
99,1,99,2.571280042905206,2.2078808973785566,-1.0214555117020012,-1.272626298072578,-1.5,1.0,2.6453897420131915,1.4821939821597154,-0.9895849964071416,0.6374103058971932,-7.979568209006747
100,2,0,-2.823883514152296,-1.9351418315722366,0.6581254843887363,4.396610141945571,0.0,0.0,-2.913035896581871,-1.783047648591487,0.8573999619438278,3.985489551101831,-9.561194987131001
101,2,1,-2.913035896581871,-1.783047648591487,0.8573999619438278,3.985489551101831,1.5,-1.0,-2.9608719494272897,-0.9567210569083741,0.9511671804150096,1.875344369423634,-10.174082123470296
102,2,2,-2.9608719494272897,-0.9567210569083741,0.9511671804150096,1.875344369423634,0.0,0.0,-3.0064889404050295,-0.9123398195547991,1.0387757725546476,1.752171842792758,-9.893093290237038
103,2,3,-3.0064889404050295,-0.9123398195547991,1.0387757725546476,1.752171842792758,-1.5,1.0,-3.082013999478439,-1.5105011814681946,1.199873835334109,3.2219612555892274,-10.313154360075314
104,2,4,-3.082013999478439,-1.5105011814681946,1.199873835334109,3.2219612555892274,-1.5,1.0,3.1004451704139755,-2.014522745743436,1.4206169143573282,4.4148615804643825,-11.571639921287215
105,2,5,3.1004451704139755,-2.014522745743436,1.4206169143573282,4.4148615804643825,1.5,1.0,3.01032999383818,-1.8023035315159133,1.651224141565775,4.6121445441689355,-12.80837790549039
106,2,6,3.01032999383818,-1.8023035315159133,1.651224141565775,4.6121445441689355,0.0,1.0,2.918040716430307,-1.8457855481574508,1.9072076867431613,5.119670903547728,-13.014636603292505
107,2,7,2.918040716430307,-1.8457855481574508,1.9072076867431613,5.119670903547728,-1.5,1.0,2.8109692271545517,-2.141429785515107,2.196869014782601,5.793226560788794,-13.633300505638307
108,2,8,2.8109692271545517,-2.141429785515107,2.196869014782601,5.793226560788794,0.0,0.0,2.7127982692453765,-1.9634191581835003,2.4702907446723374,5.468434597794732,-14.635141239667737
109,2,9,2.7127982692453765,-1.9634191581835003,2.4702907446723374,5.468434597794732,1.5,0.0,2.6393270591485334,-1.4694242019368653,2.726755355024127,5.129292207035786,-15.149550399888543
110,2,10,2.6393270591485334,-1.4694242019368653,2.726755355024127,5.129292207035786,1.5,-1.0,2.5931067201153852,-0.924406780662959,2.938641411403712,4.237721127591705,-15.824684392826189
111,2,11,2.5931067201153852,-0.924406780662959,2.938641411403712,4.237721127591705,1.5,1.0,2.5671896847329374,-0.518340707648957,-3.105850503839473,4.773867838728022,-16.30045621929301
112,2,12,2.5671896847329374,-0.518340707648957,-3.105850503839473,4.773867838728022,1.5,0.0,2.5612591734396783,-0.11861022586518111,-2.8732614579230638,4.651780918328187,-17.389694791141498
113,2,13,2.5612591734396783,-0.11861022586518111,-2.8732614579230638,4.651780918328187,-1.5,0.0,2.5317485403609705,-0.5902126615741587,-2.6395871627334917,4.673485903791442,-15.898336664005175
114,2,14,2.5317485403609705,-0.5902126615741587,-2.6395871627334917,4.673485903791442,1.5,0.0,2.5154206050512213,-0.32655870619497984,-2.4119923338230405,4.551896578209025,-14.486662135228338
115,2,15,2.5154206050512213,-0.32655870619497984,-2.4119923338230405,4.551896578209025,1.5,1.0,2.5042016228652337,-0.224379643719754,-2.155806223534318,5.123722205774452,-13.18636799110251
116,2,16,2.5042016228652337,-0.224379643719754,-2.155806223534318,5.123722205774452,1.5,-1.0,2.502015353882371,-0.043725379657254065,-1.9410560604463631,4.295003261759092,-12.233670014713269
117,2,17,2.502015353882371,-0.043725379657254065,-1.9410560604463631,4.295003261759092,0.0,0.0,2.4891112666766544,-0.25808174411433316,-1.7217571152214526,4.3859789044982085,-10.950227707226052
118,2,18,2.4891112666766544,-0.25808174411433316,-1.7217571152214526,4.3859789044982085,0.0,-1.0,2.475086660503722,-0.28049212345864916,-1.5375982906051833,3.6831764923253854,-10.125293318579779
119,2,19,2.475086660503722,-0.28049212345864916,-1.5375982906051833,3.6831764923253854,0.0,0.0,2.454476889428687,-0.412195421500703,-1.348955485977995,3.772856092543762,-9.172485725522483
120,2,20,2.454476889428687,-0.412195421500703,-1.348955485977995,3.772856092543762,0.0,-1.0,2.440115755634209,-0.28722267588955347,-1.203229522411914,2.914519271321619,-8.564355111917187
121,2,21,2.440115755634209,-0.28722267588955347,-1.203229522411914,2.914519271321619,-1.5,1.0,2.3928225412777975,-0.945864287128231,-0.9829185684465619,4.406219079307044,-7.830772156920423
122,2,22,2.3928225412777975,-0.945864287128231,-0.9829185684465619,4.406219079307044,-1.5,1.0,2.307809715703748,-1.7002565114809856,-0.6750529463556332,6.157312441818575,-7.707199917469875
123,2,23,2.307809715703748,-1.7002565114809856,-0.6750529463556332,6.157312441818575,-1.5,-1.0,2.2184761101796227,-1.7866721104825072,-0.3935722389690131,5.629614147732401,-7.821850599830402
124,2,24,2.2184761101796227,-1.7866721104825072,-0.3935722389690131,5.629614147732401,-1.5,-1.0,2.1317783378337007,-1.7339554469184404,-0.1512794779008455,4.845855221363352,-6.820772992861032
125,2,25,2.1317783378337007,-1.7339554469184404,-0.1512794779008455,4.845855221363352,1.5,1.0,2.0431912713829474,-1.771741329015064,0.1255657476421243,5.5369045108593955,-5.891810078006598
126,2,26,2.0431912713829474,-1.771741329015064,0.1255657476421243,5.5369045108593955,1.5,-1.0,2.0049052277617254,-0.7657208724244438,0.2716610806560531,2.9219066602785757,-5.88021627340215
127,2,27,2.0049052277617254,-0.7657208724244438,0.2716610806560531,2.9219066602785757,1.5,0.0,1.9893258604319892,-0.3115873465947236,0.3741003960651661,2.04878630818226,-4.549638064341849
128,2,28,1.9893258604319892,-0.3115873465947236,0.3741003960651661,2.04878630818226,1.5,-1.0,2.017792038180804,0.5693235549762925,0.3627332931083964,-0.22734205913539407,-4.312099085877241
129,2,29,2.017792038180804,0.5693235549762925,0.3627332931083964,-0.22734205913539407,0.0,1.0,2.022782044845218,0.0998001332882879,0.4268113601518626,1.2815613408693236,-4.221850837380242
130,2,30,2.022782044845218,0.0998001332882879,0.4268113601518626,1.2815613408693236,-1.5,-1.0,2.03236457727722,0.19165064864003617,0.4485330104482859,0.4344330059284667,-4.356433114953643
131,2,31,2.03236457727722,0.19165064864003617,0.4485330104482859,0.4344330059284667,0.0,1.0,2.019944011228509,-0.24841132097421786,0.5421862283664277,1.8730643583628355,-4.342960736821225
132,2,32,2.019944011228509,-0.24841132097421786,0.5421862283664277,1.8730643583628355,-1.5,1.0,1.9700399873885375,-0.9980804767994316,0.7327381502697194,3.8110384380658333,-4.552643628475997
133,2,33,1.9700399873885375,-0.9980804767994316,0.7327381502697194,3.8110384380658333,-1.5,-1.0,1.9283733161869963,-0.8333334240308248,0.8725320335624672,2.795877665854956,-5.1939716794996915
134,2,34,1.9283733161869963,-0.8333334240308248,0.8725320335624672,2.795877665854956,1.5,-1.0,1.9251993551987292,-0.06347921976533888,0.9163841470172627,0.8770422690959085,-4.9055046220763625
135,2,35,1.9251993551987292,-0.06347921976533888,0.9163841470172627,0.8770422690959085,-1.5,1.0,1.8890223839032732,-0.7235394259091229,1.0431234463504793,2.5347859866643327,-4.5848140998183045
136,2,36,1.8890223839032732,-0.7235394259091229,1.0431234463504793,2.5347859866643327,1.5,-1.0,1.8881900181745614,-0.01664731457423596,1.083343383103434,0.8043987350590946,-5.003944556165445
137,2,37,1.8881900181745614,-0.01664731457423596,1.083343383103434,0.8043987350590946,1.5,1.0,1.8890737184055817,0.017674004620406095,1.1539579188593154,1.41229071511763,-4.771261153350405
138,2,38,1.8890737184055817,0.017674004620406095,1.1539579188593154,1.41229071511763,0.0,1.0,1.877308582047853,-0.23530272715457445,1.2739825401377514,2.400492425568718,-4.9999622637911525
139,2,39,1.877308582047853,-0.23530272715457445,1.2739825401377514,2.400492425568718,-1.5,0.0,1.8537038239558934,-0.47209516183919165,1.4070884177264003,2.6621175517729787,-5.438205587737316
140,2,40,1.8537038239558934,-0.47209516183919165,1.4070884177264003,2.6621175517729787,-1.5,1.0,1.807053759797541,-0.9330012831670512,1.597534091512558,3.808913475723155,-5.781602867312973
141,2,41,1.807053759797541,-0.9330012831670512,1.597534091512558,3.808913475723155,-1.5,1.0,1.741955764950924,-1.3019598969323356,1.834944507128279,4.748208312314421,-6.586474127340123
142,2,42,1.741955764950924,-1.3019598969323356,1.834944507128279,4.748208312314421,1.5,0.0,1.7017079413573193,-0.804956471872097,2.046384971177015,4.228809280974715,-7.613460318803593
