k,l,t,current_theta1,current_thetadot1,current_theta2,current_thetadot2,force1,force2,next_theta1,next_thetadot1,next_theta2,next_thetadot2,reward
0,1,0,0.6631997094588526,-0.1111383261125809,2.203620563321792,6.026215129794343,-1.5,0.0,0.6617991602095293,-0.028010984986465967,2.498833872637521,5.90426618631459,-7.112158467625626
1,1,1,0.6617991602095293,-0.028010984986465967,2.498833872637521,5.90426618631459,-1.5,0.0,0.6587754897253815,-0.060473409682956954,2.7906244550569657,5.835811648388889,-8.425206042201557
2,1,2,0.6587754897253815,-0.060473409682956954,2.7906244550569657,5.835811648388889,0.0,1.0,0.6629412738879649,0.08331568325166772,3.104783720415945,6.283185307179586,-9.92458772646241
3,1,3,0.6629412738879649,0.08331568325166772,3.104783720415945,6.283185307179586,-1.5,-1.0,0.6506726696463325,-0.24537208483264622,-2.8993451134634958,5.581129466002908,-12.05344103855573
4,1,4,0.6506726696463325,-0.24537208483264622,-2.8993451134634958,5.581129466002908,-1.5,-1.0,0.6159923736649715,-0.6936059196272215,-2.653466451690204,4.9175732354658415,-10.390037688804389
5,1,5,0.6159923736649715,-0.6936059196272215,-2.653466451690204,4.9175732354658415,0.0,-1.0,0.5788469607176939,-0.7429082589455517,-2.443110969293703,4.2071096479300145,-8.653511599554403
6,1,6,0.5788469607176939,-0.7429082589455517,-2.443110969293703,4.2071096479300145,0.0,0.0,0.5370963830833944,-0.835011552685992,-2.2332073910626375,4.198071564621309,-7.2164392257610945
7,1,7,0.5370963830833944,-0.835011552685992,-2.2332073910626375,4.198071564621309,1.5,0.0,0.5071482962164924,-0.5989617373380401,-2.0305379962763443,4.053387895725865,-6.191740233958111
8,1,8,0.5071482962164924,-0.5989617373380401,-2.0305379962763443,4.053387895725865,0.0,0.0,0.4710014636681746,-0.7229366509663555,-1.8260333197096332,4.090093531334221,-5.219719378477841
9,1,9,0.4710014636681746,-0.7229366509663555,-1.8260333197096332,4.090093531334221,0.0,-1.0,0.4370523028980567,-0.6789832154023574,-1.6582340606697823,3.3559851807970205,-4.41881518828597
10,1,10,0.4370523028980567,-0.6789832154023574,-1.6582340606697823,3.3559851807970205,0.0,-1.0,0.40912997520286537,-0.5584465539038268,-1.5306034326863363,2.5526125596689226,-3.5269376524602567
11,1,11,0.40912997520286537,-0.5584465539038268,-1.5306034326863363,2.5526125596689226,1.5,0.0,0.39496765648299614,-0.28324637439738504,-1.418241598776833,2.247236678190065,-2.851518876428022
12,1,12,0.39496765648299614,-0.28324637439738504,-1.418241598776833,2.247236678190065,1.5,0.0,0.394490593767628,-0.009541254307362412,-1.322668657105166,1.9114588334333424,-2.423923741989337
13,1,13,0.394490593767628,-0.009541254307362412,-1.322668657105166,1.9114588334333424,-1.5,1.0,0.36402900015525086,-0.6092318722475428,-1.1587681219792032,3.278010702519257,-2.0877635004317243
14,1,14,0.36402900015525086,-0.6092318722475428,-1.1587681219792032,3.278010702519257,0.0,0.0,0.33050226328500537,-0.6705347374049097,-0.9922147740358955,3.3310669588661534,-2.0310865554688933
15,1,15,0.33050226328500537,-0.6705347374049097,-0.9922147740358955,3.3310669588661534,-1.5,1.0,0.2617729849296932,-1.374585567106243,-0.742116488950945,5.001965701699011,-1.6710030997774379
16,1,16,0.2617729849296932,-1.374585567106243,-0.742116488950945,5.001965701699011,0.0,-1.0,0.20798925939209933,-1.0756745107518775,-0.5503073162114648,3.8361834547896025,-1.9647192969253833
17,1,17,0.20798925939209933,-1.0756745107518775,-0.5503073162114648,3.8361834547896025,0.0,-1.0,0.17454988592125723,-0.6687874694168421,-0.4282398964086215,2.4413483960568656,-1.1397666318924782
18,1,18,0.17454988592125723,-0.6687874694168421,-0.4282398964086215,2.4413483960568656,1.5,1.0,0.13823362408392034,-0.7263252367467374,-0.26896031513905816,3.1855916253912664,-0.5342300050601114
19,1,19,0.13823362408392034,-0.7263252367467374,-0.26896031513905816,3.1855916253912664,-1.5,0.0,0.0833396376457306,-1.097879728763795,-0.0776446355781131,3.826313591218901,-0.6252253036119848
20,1,20,0.0833396376457306,-1.097879728763795,-0.0776446355781131,3.826313591218901,-1.5,0.0,0.01114888620574346,-1.4438150287997427,0.14333182452356716,4.419529202033605,-0.805274964495827
21,1,21,0.01114888620574346,-1.4438150287997427,0.14333182452356716,4.419529202033605,1.5,1.0,-0.060634893138748105,-1.4356755868898312,0.3933093334683697,4.99955017889605,-1.101510319835673
22,1,22,-0.060634893138748105,-1.4356755868898312,0.3933093334683697,4.99955017889605,1.5,1.0,-0.1278993848081335,-1.345289833387708,0.6635206570064915,5.404226470762436,-1.5112021411638303
23,1,23,-0.1278993848081335,-1.345289833387708,0.6635206570064915,5.404226470762436,0.0,-1.0,-0.16353642523343706,-0.7127408085060711,0.8415279413239144,3.5601456863484566,-2.007391339063912
24,1,24,-0.16353642523343706,-0.7127408085060711,0.8415279413239144,3.5601456863484566,1.5,0.0,-0.1756309196715776,-0.2418898887628107,0.9794249368618819,2.7579399107593505,-1.3940452768137677
25,1,25,-0.1756309196715776,-0.2418898887628107,0.9794249368618819,2.7579399107593505,-1.5,0.0,-0.199413753030256,-0.4756566671735679,1.1326285525175726,3.064072313113814,-1.3733565903738345
26,1,26,-0.199413753030256,-0.4756566671735679,1.1326285525175726,3.064072313113814,1.5,-1.0,-0.18714773199674972,0.24532042067012538,1.2009185960843929,1.3658008713364087,-1.8033527031265288
27,1,27,-0.18714773199674972,0.24532042067012538,1.2009185960843929,1.3658008713364087,0.0,0.0,-0.1730650970229987,0.2816526994750209,1.2658013947211033,1.2976559727342094,-1.5735094544598893
28,1,28,-0.1730650970229987,0.2816526994750209,1.2658013947211033,1.2976559727342094,0.0,-1.0,-0.14413545947387896,0.5785927509823943,1.2776728444889047,0.23742899535603024,-1.720366662020187
29,1,29,-0.14413545947387896,0.5785927509823943,1.2776728444889047,0.23742899535603024,-1.5,-1.0,-0.11779462773315179,0.5268166348145434,1.2585960781087,-0.3815353276040949,-1.6727800331883724
30,1,30,-0.11779462773315179,0.5268166348145434,1.2585960781087,-0.3815353276040949,-1.5,1.0,-0.12084663965855882,-0.061040238508140665,1.3096403757020534,1.0208859518670699,-1.619094910799757
31,1,31,-0.12084663965855882,-0.061040238508140665,1.3096403757020534,1.0208859518670699,0.0,0.0,-0.12299568594902209,-0.04298092580926542,1.3588944888583827,0.985082263126588,-1.7820585258576145
32,1,32,-0.12299568594902209,-0.04298092580926542,1.3588944888583827,0.985082263126588,-1.5,-1.0,-0.1276107206235843,-0.0923006934912445,1.3770632602821302,0.3633754284749494,-1.9103338918672568
33,1,33,-0.1276107206235843,-0.0923006934912445,1.3770632602821302,0.3633754284749494,1.5,-1.0,-0.10448707656027273,0.46247288126623165,1.3293428390528945,-0.954408424584713,-1.9196157748388363
34,1,34,-0.10448707656027273,0.46247288126623165,1.3293428390528945,-0.954408424584713,0.0,0.0,-0.0818017265496786,0.45370700021188254,1.2823433716784498,-0.939989347488896,-1.8343087632505701
35,1,35,-0.0818017265496786,0.45370700021188254,1.2823433716784498,-0.939989347488896,1.5,1.0,-0.056871123420481964,0.4986120625839327,1.2660926116004585,-0.325015201559827,-1.7055675461258566
36,1,36,-0.056871123420481964,0.4986120625839327,1.2660926116004585,-0.325015201559827,-1.5,-1.0,-0.03493442839073011,0.43873390059503703,1.2199796253363382,-0.922259725282408,-1.6239372693383363
37,1,37,-0.03493442839073011,0.43873390059503703,1.2199796253363382,-0.922259725282408,0.0,1.0,-0.02704498947894986,0.157788778235605,1.2255959477145597,0.11232644756442978,-1.541723222343245
38,1,38,-0.02704498947894986,0.157788778235605,1.2255959477145597,0.11232644756442978,-1.5,1.0,-0.048531965402641764,-0.42973951847383796,1.3022797516739353,1.5336760791875133,-1.5046925849782427
