k,l,t,current_theta1,current_thetadot1,current_theta2,current_thetadot2,force1,force2,next_theta1,next_thetadot1,next_theta2,next_thetadot2,reward
12,1,12,1.9518784160336795,-0.8744929857536624,1.8213781945396148,-5.941377113891508,1.5,-1.0,1.9615004056349061,0.19243979202453343,1.5072189291806355,-6.283185307179586,-8.93048287810284
13,1,13,1.9615004056349061,0.19243979202453343,1.5072189291806355,-6.283185307179586,-1.5,-1.0,1.9893344985957933,0.5566818592177435,1.1930596638216562,-6.283185307179586,-8.094965275681917
14,1,14,1.9893344985957933,0.5566818592177435,1.1930596638216562,-6.283185307179586,-1.5,0.0,2.01977709404885,0.6088519090611324,0.8790452251411767,-6.280288773609589,-7.370258723578598
15,1,15,2.01977709404885,0.6088519090611324,0.8790452251411767,-6.280288773609589,0.0,1.0,2.0480587378980832,0.5656328769846654,0.6052791608424333,-5.475321285974866,-6.84285640384262
16,1,16,2.0480587378980832,0.5656328769846654,0.6052791608424333,-5.475321285974866,0.0,1.0,2.06369522210821,0.31272968420253805,0.38962696928017515,-4.313043831245162,-6.0758616432395804
17,1,17,2.06369522210821,0.31272968420253805,0.38962696928017515,-4.313043831245162,-1.5,0.0,2.0630025879310843,-0.013852683542517119,0.20598983380267738,-3.672742709549955,-5.3456544922238765
18,1,18,2.0630025879310843,-0.013852683542517119,0.20598983380267738,-3.672742709549955,-1.5,1.0,2.019383840336519,-0.8723749518913014,0.13691643937604628,-1.381467888532622,-4.972873034810089
19,1,19,2.019383840336519,-0.8723749518913014,0.13691643937604628,-1.381467888532622,-1.5,0.0,1.9569734471390055,-1.2482078639502725,0.10321954286204404,-0.6739379302800445,-4.230131785170388
20,1,20,1.9569734471390055,-1.2482078639502725,0.10321954286204404,-0.6739379302800445,0.0,-1.0,1.920315138563535,-0.7331661715094066,-0.011314101716436986,-2.2906728915696206,-3.941010107110644
21,1,21,1.920315138563535,-0.7331661715094066,-0.011314101716436986,-2.2906728915696206,-1.5,-1.0,1.8878818134263384,-0.6486665027439315,-0.16547106223792912,-3.0831392104298425,-3.9769739868548233
22,1,22,1.8878818134263384,-0.6486665027439315,-0.16547106223792912,-3.0831392104298425,-1.5,-1.0,1.8571442144119938,-0.6147519802868935,-0.35388105430978584,-3.7681998414371343,-4.087804195037669
23,1,23,1.8571442144119938,-0.6147519802868935,-0.35388105430978584,-3.7681998414371343,-1.5,1.0,1.7776719186519507,-1.5894459152008633,-0.41842149196948264,-1.2908087531939358,-4.303078935837022
24,1,24,1.7776719186519507,-1.5894459152008633,-0.41842149196948264,-1.2908087531939358,0.0,0.0,1.6958591467142041,-1.636255438754933,-0.475746140950606,-1.1464929796224674,-3.544820273039215
25,1,25,1.6958591467142041,-1.636255438754933,-0.475746140950606,-1.1464929796224674,-1.5,0.0,1.5929360862845514,-2.058461208593055,-0.49256656259513376,-0.3364084328905549,-3.3018615367825577
26,1,26,1.5929360862845514,-2.058461208593055,-0.49256656259513376,-0.3364084328905549,-1.5,1.0,1.44823459046387,-2.894029916413626,-0.39836344479373403,1.8840623560279948,-2.997588852624442
27,1,27,1.44823459046387,-2.894029916413626,-0.39836344479373403,1.8840623560279948,-1.5,0.0,1.2859471751682676,-3.2457483059120507,-0.2670678572659122,2.625911750556437,-2.8523318690889248
28,1,28,1.2859471751682676,-3.2457483059120507,-0.2670678572659122,2.625911750556437,0.0,0.0,1.1262797491110543,-3.193348521144265,-0.13636823537874795,2.613992437743285,-2.596500107059919
29,1,29,1.1262797491110543,-3.193348521144265,-0.13636823537874795,2.613992437743285,0.0,1.0,0.9459790925489087,-3.606013131242912,0.066956304892719,4.066490805429339,-2.13862393098164
30,1,30,0.9459790925489087,-3.606013131242912,0.066956304892719,4.066490805429339,1.5,-1.0,0.8162871251016668,-2.5938393489448384,0.1386825063170795,1.4345240284872105,-2.3763434989714267
31,1,31,0.8162871251016668,-2.5938393489448384,0.1386825063170795,1.4345240284872105,1.5,-1.0,0.7347464035240245,-1.6308144315528448,0.08528906720628025,-1.0678687822159851,-1.1248505959872188
32,1,32,0.7347464035240245,-1.6308144315528448,0.08528906720628025,-1.0678687822159851,1.5,0.0,0.6748485949628609,-1.1979561712232725,-0.007920179498487445,-1.8641849340953538,-0.73712147478603
33,1,33,0.6748485949628609,-1.1979561712232725,-0.007920179498487445,-1.8641849340953538,-1.5,1.0,0.5709682606773141,-2.0776066857109363,0.01498404866071934,0.4580845631841357,-0.7009975782006368
34,1,34,0.5709682606773141,-2.0776066857109363,0.01498404866071934,0.4580845631841357,0.0,-1.0,0.4940478437781701,-1.5384083379828797,-0.04585155151165391,-1.216712003447465,-0.5525438267920632
35,1,35,0.4940478437781701,-1.5384083379828797,-0.04585155151165391,-1.216712003447465,0.0,0.0,0.41778454342176136,-1.5252660071281756,-0.10686185544291882,-1.220206078625298,-0.43854005240330457
36,1,36,0.41778454342176136,-1.5252660071281756,-0.10686185544291882,-1.220206078625298,-1.5,1.0,0.297622006237107,-2.4032507436930866,-0.052049769814897326,1.0962417125604298,-0.3767303442115756
37,1,37,0.297622006237107,-2.4032507436930866,-0.052049769814897326,1.0962417125604298,1.5,-1.0,0.22445579971388724,-1.463324130464395,-0.1177063681111038,-1.3131319659241294,-0.4401560386053242
38,1,38,0.22445579971388724,-1.463324130464395,-0.1177063681111038,-1.3131319659241294,-1.5,0.0,0.13152745278554032,-1.8585669385669383,-0.14544193930341354,-0.5547114238461948,-0.25751684865566465
39,1,39,0.13152745278554032,-1.8585669385669383,-0.14544193930341354,-0.5547114238461948,-1.5,-1.0,0.043735673207030853,-1.755835591570189,-0.21454652636286514,-1.3820917411890323,-0.22655161998856807
40,1,40,0.043735673207030853,-1.755835591570189,-0.21454652636286514,-1.3820917411890323,0.0,1.0,-0.0689852528227486,-2.254418520595589,-0.20228182229252323,0.24529408140683828,-0.2975998313696221
41,1,41,-0.0689852528227486,-2.254418520595589,-0.20228182229252323,0.24529408140683828,1.5,-1.0,-0.13709598323459277,-1.3622146082368833,-0.3032370705377567,-2.0191049649046695,-0.302805503355884
42,1,42,-0.13709598323459277,-1.3622146082368833,-0.3032370705377567,-2.0191049649046695,-1.5,1.0,-0.25058585622135077,-2.2697974597351593,-0.2859949000818637,0.34484340911786093,-0.4073687044772128
43,1,43,-0.25058585622135077,-2.2697974597351593,-0.2859949000818637,0.34484340911786093,1.5,-1.0,-0.32059139132727393,-1.4001107021184636,-0.37829905055754165,-1.846083009513559,-0.4081312284626332
44,1,44,-0.32059139132727393,-1.4001107021184636,-0.37829905055754165,-1.846083009513559,0.0,-1.0,-0.3708728107536681,-1.005628388527884,-0.5365265276588422,-3.1645495420260117,-0.5143056346559596
45,1,45,-0.3708728107536681,-1.005628388527884,-0.5365265276588422,-3.1645495420260117,1.5,-1.0,-0.3891026193866193,-0.36459617265902267,-0.780434120293118,-4.878151852685516,-0.976690469625492
46,1,46,-0.3891026193866193,-0.36459617265902267,-0.780434120293118,-4.878151852685516,1.5,-1.0,-0.3872617428311999,0.036817531108387536,-1.0864646785016627,-6.120611164170896,-1.9569430578800584
47,1,47,-0.3872617428311999,0.036817531108387536,-1.0864646785016627,-6.120611164170896,-1.5,-1.0,-0.41097499637795937,-0.4742650709351887,-1.3860381404584965,-5.991469239136676,-3.2035389827708958
48,1,48,-0.41097499637795937,-0.4742650709351887,-1.3860381404584965,-5.991469239136676,0.0,1.0,-0.47484493020443813,-1.2773986765295748,-1.6013604405100732,-4.306446001031533,-3.8961337245050203
49,1,49,-0.47484493020443813,-1.2773986765295748,-1.6013604405100732,-4.306446001031533,-1.5,-1.0,-0.5643307807842449,-1.7897170115961356,-1.8187177522512388,-4.34714623482331,-3.798694195101473
50,1,50,-0.5643307807842449,-1.7897170115961356,-1.8187177522512388,-4.34714623482331,-1.5,1.0,-0.700669007921761,-2.7267645427503227,-1.9561777754252216,-2.749200463479659,-4.7312418609211075
51,1,51,-0.700669007921761,-2.7267645427503227,-1.9561777754252216,-2.749200463479659,0.0,1.0,-0.8596002745553457,-3.1786253326716944,-2.0284275235143707,-1.4449949617829843,-5.067235950729491
52,1,52,-0.8596002745553457,-3.1786253326716944,-2.0284275235143707,-1.4449949617829843,-1.5,1.0,-1.0495527165152252,-3.7990488391975914,-2.0277185898293375,0.01417867370066439,-5.463014322420292
53,1,53,-1.0495527165152252,-3.7990488391975914,-2.0277185898293375,0.01417867370066439,-1.5,1.0,-1.2644666560536377,-4.2982787907682525,-1.950490478719407,1.544562222198611,-5.9348522401537895
54,1,54,-1.2644666560536377,-4.2982787907682525,-1.950490478719407,1.544562222198611,1.5,-1.0,-1.4535315380986278,-3.781297640899802,-1.8886923836172138,1.2359619020438655,-6.446332682917096
55,1,55,-1.4535315380986278,-3.781297640899802,-1.8886923836172138,1.2359619020438655,0.0,-1.0,-1.6332539260395234,-3.594447758817912,-1.8389276998444768,0.9952936754547387,-6.471203535799951
56,1,56,-1.6332539260395234,-3.594447758817912,-1.8389276998444768,0.9952936754547387,-1.5,0.0,-1.8279002224511331,-3.8929259282321964,-1.7516986390839615,1.7445812152103053,-6.744706681742381
57,1,57,-1.8279002224511331,-3.8929259282321964,-1.7516986390839615,1.7445812152103053,0.0,1.0,-2.0292506896245333,-4.027009343468004,-1.5948215967058443,3.137540847562341,-7.319589140363863
58,1,58,-2.0292506896245333,-4.027009343468004,-1.5948215967058443,3.137540847562341,1.5,1.0,-2.2216371360440554,-3.8477289283904437,-1.3808973119289283,4.27848569553832,-7.964362627786063
59,1,59,-2.2216371360440554,-3.8477289283904437,-1.3808973119289283,4.27848569553832,1.5,0.0,-2.3959942353454218,-3.487141986027329,-1.1597425130619345,4.423095977339876,-8.498071838007508
60,1,60,-2.3959942353454218,-3.487141986027329,-1.1597425130619345,4.423095977339876,1.5,-1.0,-2.539070397480991,-2.8615232427113857,-0.9930358746103592,3.3341327690315055,-8.671987935185445
61,1,61,-2.539070397480991,-2.8615232427113857,-0.9930358746103592,3.3341327690315055,-1.5,0.0,-2.697405926682055,-3.1667105840212777,-0.7915479644703112,4.029758202800961,-8.398236561132798
62,1,62,-2.697405926682055,-3.1667105840212777,-0.7915479644703112,4.029758202800961,1.5,0.0,-2.8376040782500818,-2.8039630313605346,-0.6065404707616887,3.7001498741724492,-9.215897268156269
63,1,63,-2.8376040782500818,-2.8039630313605346,-0.6065404707616887,3.7001498741724492,1.5,1.0,-2.9787836794150806,-2.823592023299977,-0.37943592400222936,4.5420909351891865,-9.497554136202055
64,1,64,-2.9787836794150806,-2.823592023299977,-0.37943592400222936,4.5420909351891865,0.0,0.0,-3.1178182943028068,-2.780692297754524,-0.1529047829580499,4.530622820883589,-10.447286928051623
65,1,65,-3.1178182943028068,-2.780692297754524,-0.1529047829580499,4.530622820883589,-1.5,0.0,3.010545527087138,-3.096429715792831,0.10221952184362873,5.102486096033573,-11.157110428935837
66,1,66,3.010545527087138,-3.096429715792831,0.10221952184362873,5.102486096033573,0.0,1.0,2.838179741879924,-3.447315704144284,0.416378787202608,6.283185307179586,-10.854995268563352
67,1,67,2.838179741879924,-3.447315704144284,0.416378787202608,6.283185307179586,1.5,-1.0,2.719113891962608,-2.3813169983463247,0.5878655850906861,3.429735957761562,-10.796755700069767
68,1,68,2.719113891962608,-2.3813169983463247,0.5878655850906861,3.429735957761562,-1.5,1.0,2.5670636481169,-3.0410048769141613,0.8400961464268217,5.044611226722714,-8.610854272926844
69,1,69,2.5670636481169,-3.0410048769141613,0.8400961464268217,5.044611226722714,-1.5,1.0,2.3896858550173103,-3.547555861991786,1.1473568172710844,6.1452134168852535,-9.03036796323407
70,1,70,2.3896858550173103,-3.547555861991786,1.1473568172710844,6.1452134168852535,0.0,-1.0,2.238413766383276,-3.0254417726806904,1.3574509977773312,4.201883610124936,-9.544466178459187
71,1,71,2.238413766383276,-3.0254417726806904,1.3574509977773312,4.201883610124936,0.0,1.0,2.080420460965056,-3.159866108364398,1.586928520139204,4.589550447237454,-8.193625590546727
72,1,72,2.080420460965056,-3.159866108364398,1.586928520139204,4.589550447237454,1.5,-1.0,1.9526702555717963,-2.5550041078651935,1.7288881850122269,2.839193297460457,-8.398927778959635
73,1,73,1.9526702555717963,-2.5550041078651935,1.7288881850122269,2.839193297460457,-1.5,-1.0,1.8204782779370476,-2.6438395526949723,1.825713941123707,1.936515122229606,-7.531428711847316
74,1,74,1.8204782779370476,-2.6438395526949723,1.825713941123707,1.936515122229606,-1.5,0.0,1.6745637107321205,-2.918291344098542,1.9175885580564,1.8374923386538566,-7.184371475205012
75,1,75,1.6745637107321205,-2.918291344098542,1.9175885580564,1.8374923386538566,-1.5,-1.0,1.522245439043584,-3.0463654337707284,1.9623644946850138,0.8955187325722762,-7.075949622472357
76,1,76,1.522245439043584,-3.0463654337707284,1.9623644946850138,0.8955187325722762,1.5,-1.0,1.3966698721262991,-2.511511338345698,1.9368769541712862,-0.5097508102745512,-6.672220394512412
77,1,77,1.3966698721262991,-2.511511338345698,1.9368769541712862,-0.5097508102745512,1.5,-1.0,1.3008274256984236,-1.9168489285575103,1.8451802629901153,-1.8339338236234204,-6.0305558218658595
78,1,78,1.3008274256984236,-1.9168489285575103,1.8451802629901153,-1.8339338236234204,1.5,-1.0,1.2384060219786548,-1.2484280743953766,1.6881339267502522,-3.1409267247972616,-5.448723348594563
79,1,79,1.2384060219786548,-1.2484280743953766,1.6881339267502522,-3.1409267247972616,-1.5,0.0,1.1734975647537027,-1.2981691444990413,1.5321180502240894,-3.1203175305232564,-4.954645297292432
80,1,80,1.1734975647537027,-1.2981691444990413,1.5321180502240894,-3.1203175305232564,0.0,1.0,1.1112384168972886,-1.2451829571282809,1.4051864930094466,-2.5386311442928546,-4.295563485256342
81,1,81,1.1112384168972886,-1.2451829571282809,1.4051864930094466,-2.5386311442928546,1.5,1.0,1.0625717830198405,-0.9733326775489639,1.2945136089943865,-2.2134576803012047,-3.609156333499399
82,1,82,1.0625717830198405,-0.9733326775489639,1.2945136089943865,-2.2134576803012047,1.5,-1.0,1.0492786695965106,-0.26586226846659744,1.1064310748930382,-3.7616506820269677,-3.0971628481250857
83,1,83,1.0492786695965106,-0.26586226846659744,1.1064310748930382,-3.7616506820269677,0.0,-1.0,1.0598993222727553,0.21241305352489315,0.854335264597359,-5.041916205913584,-3.036210379928595
84,1,84,1.0598993222727553,0.21241305352489315,0.854335264597359,-5.041916205913584,1.5,-1.0,1.1160300235409868,1.1226140253646306,0.5401759992383797,-6.283185307179586,-3.126577234326975
85,1,85,1.1160300235409868,1.1226140253646306,0.5401759992383797,-6.283185307179586,1.5,-1.0,1.2191519150429948,2.0624378300401593,0.22601673387940036,-6.283185307179586,-3.5742471163132183
86,1,86,1.2191519150429948,2.0624378300401593,0.22601673387940036,-6.283185307179586,-1.5,-1.0,1.32543188270262,2.125599353192502,-0.08814253147957896,-6.283185307179586,-3.724018326303423
87,1,87,1.32543188270262,2.125599353192502,-0.08814253147957896,-6.283185307179586,0.0,0.0,1.4248424914751174,1.9882121754499484,-0.38455606499570755,-5.928270670322571,-3.964368292272731
88,1,88,1.4248424914751174,1.9882121754499484,-0.38455606499570755,-5.928270670322571,-1.5,-1.0,1.5175525677820203,1.8542015261380556,-0.6951863941219776,-6.2126065825253995,-4.132928532398715
89,1,89,1.5175525677820203,1.8542015261380556,-0.6951863941219776,-6.2126065825253995,0.0,1.0,1.5762627471301167,1.1742035869619296,-0.9073635088464571,-4.2435422944895915,-4.887977110992652
90,1,90,1.5762627471301167,1.1742035869619296,-0.9073635088464571,-4.2435422944895915,-1.5,0.0,1.6099494272707235,0.6737336028121363,-1.0762207114305984,-3.3771440516828246,-4.277233048614149
91,1,91,1.6099494272707235,0.6737336028121363,-1.0762207114305984,-3.3771440516828246,1.5,0.0,1.6536616942981053,0.8742453405476333,-1.256060533321123,-3.5967964378104904,-4.34313912375026
92,1,92,1.6536616942981053,0.8742453405476333,-1.256060533321123,-3.5967964378104904,1.5,1.0,1.6933071084686906,0.7929082834117074,-1.3934775721046555,-2.7483407756706493,-4.9973475390815985
93,1,93,1.6933071084686906,0.7929082834117074,-1.3934775721046555,-2.7483407756706493,1.5,1.0,1.7327045285956597,0.7879484025393819,-1.4941235242660285,-2.01291904322746,-5.218172735805125
94,1,94,1.7327045285956597,0.7879484025393819,-1.4941235242660285,-2.01291904322746,-1.5,0.0,1.754617219593506,0.43825381995692203,-1.5734793246478258,-1.587116007635947,-5.4683053771636505
95,1,95,1.754617219593506,0.43825381995692203,-1.5734793246478258,-1.587116007635947,-1.5,0.0,1.759612115894511,0.09989792602010417,-1.6344882458936478,-1.220178424916442,-5.690068954008279
96,1,96,1.759612115894511,0.09989792602010417,-1.6344882458936478,-1.220178424916442,1.5,1.0,1.7691512906334834,0.19078349477944512,-1.665626596757352,-0.6227670172740857,-5.8427273735799865
97,1,97,1.7691512906334834,0.19078349477944512,-1.665626596757352,-0.6227670172740857,0.0,-1.0,1.7877330565062903,0.3716353174561402,-1.7379177463780704,-1.4458229924143686,-5.925420103959835
98,1,98,1.7877330565062903,0.3716353174561402,-1.7379177463780704,-1.4458229924143686,1.5,-1.0,1.8293254480986398,0.8318478318469882,-1.8620321397608943,-2.4822878676564786,-6.3277734212298915
99,1,99,1.8293254480986398,0.8318478318469882,-1.8620321397608943,-2.4822878676564786,1.5,-1.0,1.8917359285235933,1.2482096084990677,-2.0321281470466444,-3.401920145714998,-7.156281478226978
100,2,0,-0.8806082420461321,-3.372301820511089,-0.28247147206655665,5.9814417684961825,0.0,1.0,-1.0701364365635309,-3.790563890347975,0.03168779329242266,6.283185307179586,-3.2127642684176845
101,2,1,-1.0701364365635309,-3.790563890347975,0.03168779329242266,6.283185307179586,1.5,-1.0,-1.2078486290014612,-2.7542438487586063,0.21134365999512517,3.5931173340540496,-3.838535719663006
102,2,2,-1.2078486290014612,-2.7542438487586063,0.21134365999512517,3.5931173340540496,1.5,1.0,-1.3440978361948024,-2.724984143866825,0.41585902132646924,4.090307226626882,-2.5283820209360597
103,2,3,-1.3440978361948024,-2.724984143866825,0.41585902132646924,4.090307226626882,1.5,1.0,-1.4768029338091107,-2.654101952286164,0.6382707486715679,4.448234546901972,-3.1873453085082444
104,2,4,-1.4768029338091107,-2.654101952286164,0.6382707486715679,4.448234546901972,-1.5,0.0,-1.6194578795922696,-2.8530989156631783,0.8655321705743629,4.545228438055902,-3.929888841786031
105,2,5,-1.6194578795922696,-2.8530989156631783,0.8655321705743629,4.545228438055902,0.0,1.0,-1.7714404902199696,-3.0396522125539978,1.124361187275599,5.176580334024723,-4.811753510906183
106,2,6,-1.7714404902199696,-3.0396522125539978,1.124361187275599,5.176580334024723,0.0,-1.0,-1.899757441127264,-2.566339018145886,1.2962419647118963,3.4376155487259474,-6.204012966237357
107,2,7,-1.899757441127264,-2.566339018145886,1.2962419647118963,3.4376155487259474,1.5,0.0,-2.007962820562367,-2.1641075887020604,1.4275424353692936,2.626009413147947,-6.209486397043586
108,2,8,-2.007962820562367,-2.1641075887020604,1.4275424353692936,2.626009413147947,0.0,1.0,-2.1248154598033993,-2.337052784820649,1.590237455279214,3.2539003981984105,-6.648756448211843
109,2,9,-2.1248154598033993,-2.337052784820649,1.590237455279214,3.2539003981984105,0.0,0.0,-2.2386047874635677,-2.2757865532033663,1.7361010414410225,2.917271723236171,-7.846180078414127
110,2,10,-2.2386047874635677,-2.2757865532033663,1.7361010414410225,2.917271723236171,-1.5,-1.0,-2.356807498349727,-2.3640542177231896,1.8395817563632662,2.069614298444875,-8.709882157694137
111,2,11,-2.356807498349727,-2.3640542177231896,1.8395817563632662,2.069614298444875,0.0,0.0,-2.4734659390107407,-2.333168813220271,1.9289938300080693,1.7882414728960654,-9.432205407055172
112,2,12,-2.4734659390107407,-2.333168813220271,1.9289938300080693,1.7882414728960654,-1.5,-1.0,-2.597154498311805,-2.4737711860212803,1.9779312543309466,0.978748486457545,-10.271125161473945
113,2,13,-2.597154498311805,-2.4737711860212803,1.9779312543309466,0.978748486457545,-1.5,0.0,-2.734427466716854,-2.745459368100987,2.023222478863538,0.9058244906518274,-11.011298158987039
114,2,14,-2.734427466716854,-2.745459368100987,2.023222478863538,0.9058244906518274,-1.5,-1.0,-2.8782199171929204,-2.875849009521321,2.0242017144305318,0.01958471133988282,-11.988426027202175
115,2,15,-2.8782199171929204,-2.875849009521321,2.0242017144305318,0.01958471133988282,1.5,1.0,-3.007071421417904,-2.5770300844996723,2.033283946671333,0.18164464481602027,-12.795087026753679
116,2,16,-3.007071421417904,-2.5770300844996723,2.033283946671333,0.18164464481602027,-1.5,0.0,3.1353829988960937,-2.8146177373117682,2.0369222797726936,0.07276666202721357,-13.51042608296998
117,2,17,3.1353829988960937,-2.8146177373117682,2.0369222797726936,0.07276666202721357,1.5,-1.0,3.022538444718446,-2.2568910835529583,1.9748897784627102,-1.2406500261996678,-14.376047323315682
118,2,18,3.022538444718446,-2.2568910835529583,1.9748897784627102,-1.2406500261996678,-1.5,0.0,2.902087892367643,-2.4090110470160524,1.9087473455859219,-1.3228486575357654,-13.367566779403997
119,2,19,2.902087892367643,-2.4090110470160524,1.9087473455859219,-1.3228486575357654,0.0,-1.0,2.7987865589332896,-2.06602666868707,1.786176072476649,-2.45142546218546,-12.44309370407765
120,2,20,2.7987865589332896,-2.06602666868707,1.786176072476649,-2.45142546218546,-1.5,1.0,2.6854936703929435,-2.2658577708069187,1.6978461126309115,-1.7665991969147479,-11.53752881397262
121,2,21,2.6854936703929435,-2.2658577708069187,1.6978461126309115,-1.7665991969147479,-1.5,0.0,2.5685690105925554,-2.338493196007763,1.6030684817899814,-1.8955526168185999,-10.507306883899759
122,2,22,2.5685690105925554,-2.338493196007763,1.6030684817899814,-1.8955526168185999,1.5,0.0,2.480209618758955,-1.7671878366720066,1.470115638110803,-2.659056873583571,-9.620458827029978
123,2,23,2.480209618758955,-1.7671878366720066,1.470115638110803,-2.659056873583571,-1.5,0.0,2.3902914139652016,-1.7983640958750695,1.3339994485907436,-2.7223237904011888,-8.82235655775405
124,2,24,2.3902914139652016,-1.7983640958750695,1.3339994485907436,-2.7223237904011888,0.0,0.0,2.3147951818433885,-1.5099246424362667,1.1756822184607432,-3.16634460260001,-8.025305584572013
125,2,25,2.3147951818433885,-1.5099246424362667,1.1756822184607432,-3.16634460260001,0.0,-1.0,2.2679228580524167,-0.9374464758194369,0.9436278571910711,-4.641087225393441,-7.355785941102665
126,2,26,2.2679228580524167,-0.9374464758194369,0.9436278571910711,-4.641087225393441,0.0,0.0,2.2384928883257738,-0.5885993945328569,0.6869723750457076,-5.13310964290727,-7.1548324493804785
127,2,27,2.2384928883257738,-0.5885993945328569,0.6869723750457076,-5.13310964290727,-1.5,-1.0,2.2253216943182847,-0.2634238801497801,0.3729510494400298,-6.280426512113555,-6.817544647828608
128,2,28,2.2253216943182847,-0.2634238801497801,0.3729510494400298,-6.280426512113555,-1.5,1.0,2.180376807665614,-0.8988977330534227,0.15341942241413145,-4.390632540517967,-7.066806594216622
129,2,29,2.180376807665614,-0.8988977330534227,0.15341942241413145,-4.390632540517967,0.0,0.0,2.1379279146250103,-0.8489778608120672,-0.06804943063463917,-4.429377060975412,-5.781864104597171
130,2,30,2.1379279146250103,-0.8489778608120672,-0.06804943063463917,-4.429377060975412,0.0,0.0,2.0925787089440684,-0.9069841136188361,-0.2810912936925436,-4.2608372611580885,-5.592373720964754
131,2,31,2.0925787089440684,-0.9069841136188361,-0.2810912936925436,-4.2608372611580885,-1.5,1.0,1.9970139220601573,-1.9112957376782236,-0.3660879781945657,-1.6999336900404418,-5.406765685937277
132,2,32,1.9970139220601573,-1.9112957376782236,-0.3660879781945657,-1.6999336900404418,0.0,1.0,1.8750924409664018,-2.438429621875109,-0.366470985306836,-0.007660142245405677,-4.44922631005075
133,2,33,1.8750924409664018,-2.438429621875109,-0.366470985306836,-0.007660142245405677,0.0,0.0,1.75252118298529,-2.451425159622237,-0.3611362421509482,0.1066948631177555,-3.9475725301719624
134,2,34,1.75252118298529,-2.451425159622237,-0.3611362421509482,0.1066948631177555,-1.5,1.0,1.5875051969319056,-3.300319721067686,-0.24168150194090238,2.389094804200916,-3.5027933375593
135,2,35,1.5875051969319056,-3.300319721067686,-0.24168150194090238,2.389094804200916,1.5,1.0,1.4208258704746703,-3.333586529144706,-0.0818833637032679,3.1959627647526894,-3.408576910902624
136,2,36,1.4208258704746703,-3.333586529144706,-0.0818833637032679,3.1959627647526894,1.5,0.0,1.2783280376920718,-2.8499566556519706,0.03297596830458216,2.297186640157001,-3.091799896510502
137,2,37,1.2783280376920718,-2.8499566556519706,0.03297596830458216,2.297186640157001,1.5,-1.0,1.1844094145837745,-1.8783724621659459,0.022388290913422627,-0.21175354782319067,-2.3051759563758267
138,2,38,1.1844094145837745,-1.8783724621659459,0.022388290913422627,-0.21175354782319067,1.5,1.0,1.087849406930473,-1.931200153066029,0.05000141436966707,0.5522624691248887,-1.5819830305066567
139,2,39,1.087849406930473,-1.931200153066029,0.05000141436966707,0.5522624691248887,1.5,1.0,0.9891648258300432,-1.9736916220085945,0.11411731063463877,1.282317925299434,-1.3876428668982574
140,2,40,0.9891648258300432,-1.9736916220085945,0.11411731063463877,1.282317925299434,-1.5,1.0,0.8495145305087899,-2.7930059064250656,0.2854611178250159,3.4268761438075424,-1.2684597072624202
