k,l,t,current_theta1,current_thetadot1,current_theta2,current_thetadot2,force1,force2,next_theta1,next_thetadot1,next_theta2,next_thetadot2,reward
0,1,0,2.4615530367122425,-1.4765754108312166,-1.9348877644216995,-1.7613114871268323,1.5,-1.0,2.405676073207001,-1.1175392701048268,-2.063262860475203,-2.5675019210700696,-10.06715866838388
1,1,1,2.405676073207001,-1.1175392701048268,-2.063262860475203,-2.5675019210700696,1.5,-1.0,2.365092091900058,-0.8116796261388608,-2.2300348428826124,-3.335439648148191,-10.436379007363218
2,1,2,2.365092091900058,-0.8116796261388608,-2.2300348428826124,-3.335439648148191,0.0,1.0,2.3100023783898185,-1.1017942702047878,-2.353215000338379,-2.463603149115336,-11.155915076735061
3,1,3,2.3100023783898185,-1.1017942702047878,-2.353215000338379,-2.463603149115336,0.0,1.0,2.2448399170476847,-1.3032492268426767,-2.435569726560598,-1.6470945244443795,-11.237896380493533
4,1,4,2.2448399170476847,-1.3032492268426767,-2.435569726560598,-1.6470945244443795,0.0,-1.0,2.18118086169123,-1.2731811071290935,-2.5483360103384767,-2.2553256755575717,-11.191875092095156
5,1,5,2.18118086169123,-1.2731811071290935,-2.5483360103384767,-2.2553256755575717,1.5,-1.0,2.13540335332834,-0.9155501672577989,-2.6962287743329507,-2.9578552798894777,-11.586940574714903
6,1,6,2.13540335332834,-0.9155501672577989,-2.6962287743329507,-2.9578552798894777,-1.5,-1.0,2.069498974182384,-1.3180875829191194,-2.87008533657163,-3.477131244773585,-12.308954083223679
7,1,7,2.069498974182384,-1.3180875829191194,-2.87008533657163,-3.477131244773585,0.0,1.0,1.9977103457828522,-1.435772567990633,-3.0062495308871586,-2.7232838863105746,-13.21160567182674
8,1,8,1.9977103457828522,-1.435772567990633,-3.0062495308871586,-2.7232838863105746,0.0,-1.0,1.9275841108452512,-1.4025246987520217,3.1095903698214458,-3.3469081294196354,-13.502268767228765
9,1,9,1.9275841108452512,-1.4025246987520217,3.1095903698214458,-3.3469081294196354,-1.5,-1.0,1.8415192138107959,-1.7212979406891074,2.913353264300228,-3.924742110424364,-14.043576250338589
10,1,10,1.8415192138107959,-1.7212979406891074,2.913353264300228,-3.924742110424364,0.0,1.0,1.7604184923266757,-1.6220144296824042,2.750797891337192,-3.2511074592607154,-12.797143619141067
11,1,11,1.7604184923266757,-1.6220144296824042,2.750797891337192,-3.2511074592607154,0.0,1.0,1.6848087287393712,-1.5121952717460896,2.6204466610922106,-2.607024604899624,-11.325993833198797
12,1,12,1.6848087287393712,-1.5121952717460896,2.6204466610922106,-2.607024604899624,1.5,1.0,1.6317962959837247,-1.06024865511293,2.516863850431348,-2.0716562132172505,-10.159486747587854
13,1,13,1.6317962959837247,-1.06024865511293,2.516863850431348,-2.0716562132172505,0.0,0.0,1.5837113851402511,-0.9616982168694722,2.411742625412467,-2.10242450037762,-9.268157127015833
14,1,14,1.5837113851402511,-0.9616982168694722,2.411742625412467,-2.10242450037762,0.0,1.0,1.5364822816631754,-0.944582069541517,2.3397292670407963,-1.4402671674334129,-8.591896854660172
15,1,15,1.5364822816631754,-0.944582069541517,2.3397292670407963,-1.4402671674334129,1.5,-1.0,1.5146183991718376,-0.43727764982675477,2.223660872330086,-2.321367894214201,-7.983441084896439
16,1,16,1.5146183991718376,-0.43727764982675477,2.223660872330086,-2.321367894214201,1.5,0.0,1.5139125812061955,-0.0141163593128395,2.098625659740365,-2.5007042517944194,-7.517734602407983
17,1,17,1.5139125812061955,-0.0141163593128395,2.098625659740365,-2.5007042517944194,1.5,0.0,1.5330015405967699,0.38177918781148606,1.9639700213463183,-2.693112767880939,-7.008847014582236
18,1,18,1.5330015405967699,0.38177918781148606,1.9639700213463183,-2.693112767880939,1.5,1.0,1.563459239641721,0.6091539808990225,1.856503955795609,-2.1493213110141856,-6.577202554657594
19,1,19,1.563459239641721,0.6091539808990225,1.856503955795609,-2.1493213110141856,1.5,0.0,1.6101773484819433,0.9343621768044432,1.7373614742918309,-2.3828496300755604,-6.140544265427056
20,1,20,1.6101773484819433,0.9343621768044432,1.7373614742918309,-2.3828496300755604,-1.5,-1.0,1.650374626537873,0.8039455611185945,1.5902358010227216,-2.9425134653821874,-5.938646237767523
21,1,21,1.650374626537873,0.8039455611185945,1.5902358010227216,-2.9425134653821874,1.5,0.0,1.7076816630320226,1.1461407298829926,1.426867276226468,-3.267370495925068,-5.71782200873429
22,1,22,1.7076816630320226,1.1461407298829926,1.426867276226468,-3.267370495925068,0.0,-1.0,1.7778814737565496,1.4039962144905394,1.2150994167371687,-4.235357189785984,-5.551594312738671
23,1,23,1.7778814737565496,1.4039962144905394,1.2150994167371687,-4.235357189785984,1.5,1.0,1.8533126618021003,1.5086237609110158,1.0287604797166954,-3.7267787404094688,-5.632801922050548
24,1,24,1.8533126618021003,1.5086237609110158,1.0287604797166954,-3.7267787404094688,-1.5,-1.0,1.9291455335594074,1.5166574351461406,0.8068348304646836,-4.4385129850402345,-5.301357218620575
25,1,25,1.9291455335594074,1.5166574351461406,0.8068348304646836,-4.4385129850402345,0.0,0.0,2.007213659561971,1.5613625200512744,0.5807699139613217,-4.521298330067238,-5.4726172980009276
26,1,26,2.007213659561971,1.5613625200512744,0.5807699139613217,-4.521298330067238,0.0,1.0,2.065549852547083,1.1667238597022447,0.4220081565237579,-3.175235148751276,-5.510199943519284
27,1,27,2.065549852547083,1.1667238597022447,0.4220081565237579,-3.175235148751276,-1.5,-1.0,2.126476322004641,1.218529389151161,0.22623370894924294,-3.915488951490299,-5.016755218263059
28,1,28,2.126476322004641,1.218529389151161,0.22623370894924294,-3.915488951490299,1.5,1.0,2.181542851561543,1.1013305911380409,0.07642539970137138,-2.996166184957431,-5.413876619184702
29,1,29,2.181542851561543,1.1013305911380409,0.07642539970137138,-2.996166184957431,0.0,-1.0,2.2586754091526395,1.5426511518219335,-0.14575710476005146,-4.4436500892284565,-5.274467098861725
30,1,30,2.2586754091526395,1.5426511518219335,-0.14575710476005146,-4.4436500892284565,-1.5,-1.0,2.3352839315399447,1.5321704477461058,-0.3966066697261562,-5.016991299322094,-6.229149672084757
31,1,31,2.3352839315399447,1.5321704477461058,-0.3966066697261562,-5.016991299322094,1.5,0.0,2.422677797710735,1.7478773234158091,-0.6614514275769001,-5.296895157014879,-6.986735290300939
32,1,32,2.422677797710735,1.7478773234158091,-0.6614514275769001,-5.296895157014879,1.5,-1.0,2.5372180531070976,2.2908051079272536,-0.9756106929358794,-6.283185307179586,-7.862494374670002
33,1,33,2.5372180531070976,2.2908051079272536,-0.9756106929358794,-6.283185307179586,0.0,0.0,2.636914832062287,1.9939355791037923,-1.2543659075539766,-5.575104292361944,-9.625601955526548
34,1,34,2.636914832062287,1.9939355791037923,-1.2543659075539766,-5.575104292361944,-1.5,-1.0,2.7221660060206045,1.7050234791663461,-1.5363957049263723,-5.640595947447914,-10.279632009800219
35,1,35,2.7221660060206045,1.7050234791663461,-1.5363957049263723,-5.640595947447914,1.5,-1.0,2.8205423252539323,1.9675263846665585,-1.8505549702853517,-6.283185307179586,-11.506870911794092
36,1,36,2.8205423252539323,1.9675263846665585,-1.8505549702853517,-6.283185307179586,0.0,-1.0,2.9128871670852274,1.8468968366259055,-2.1647142356443307,-6.283185307179586,-13.547491590532502
37,1,37,2.9128871670852274,1.8468968366259055,-2.1647142356443307,-6.283185307179586,-1.5,1.0,2.970047077238522,1.1431982030658911,-2.416937780771243,-5.044470902538248,-15.31537164664583
38,1,38,2.970047077238522,1.1431982030658911,-2.416937780771243,-5.044470902538248,1.5,0.0,3.036132749923899,1.3217134537075352,-2.6671731666787615,-5.0047077181503665,-16.000447318034915
39,1,39,3.036132749923899,1.3217134537075352,-2.6671731666787615,-5.0047077181503665,0.0,0.0,3.0961464736904767,1.2002744753315548,-2.9109068108818423,-4.874672884061615,-17.671616066102935
40,1,40,3.0961464736904767,1.2002744753315548,-2.9109068108818423,-4.874672884061615,-1.5,0.0,3.1328486819894894,0.7340441659802546,3.136443331793081,-4.7167032900932595,-19.31965617532117
41,1,41,3.1328486819894894,0.7340441659802546,3.136443331793081,-4.7167032900932595,0.0,0.0,-3.114525240027634,0.7162277032492509,2.9038773812474283,-4.651319010913047,-20.791323176011872
42,1,42,-3.114525240027634,0.7162277032492509,2.9038773812474283,-4.651319010913047,1.5,0.0,-3.0572266387778266,1.14597202499615,2.6704875197722164,-4.6677972295042345,-19.240158849298755
43,1,43,-3.0572266387778266,1.14597202499615,2.6704875197722164,-4.6677972295042345,1.5,-1.0,-2.9755450025795542,1.6336327239654453,2.3997618954142093,-5.41451248716014,-17.63321745700399
44,1,44,-2.9755450025795542,1.6336327239654453,2.3997618954142093,-5.41451248716014,-1.5,1.0,-2.911316687664029,1.284566298310504,2.1686059773766817,-4.623118360750549,-16.21201028457935
45,1,45,-2.911316687664029,1.284566298310504,2.1686059773766817,-4.623118360750549,-1.5,1.0,-2.864984689212612,0.9266399690283444,1.9802567426403206,-3.7669846947272196,-14.329783438598126
46,1,46,-2.864984689212612,0.9266399690283444,1.9802567426403206,-3.7669846947272196,-1.5,1.0,-2.8380671995641586,0.5383497929690702,1.8388907066877052,-2.827320719052307,-12.881995802320638
47,1,47,-2.8380671995641586,0.5383497929690702,1.8388907066877052,-2.827320719052307,-1.5,-1.0,-2.816287537232063,0.43559324664191373,1.6694564772300906,-3.388684589152291,-11.850322607782969
48,1,48,-2.816287537232063,0.43559324664191373,1.6694564772300906,-3.388684589152291,-1.5,0.0,-2.8052127460147807,0.22149582434564183,1.5116836469033377,-3.1554566065350595,-11.302206657798056
49,1,49,-2.8052127460147807,0.22149582434564183,1.5116836469033377,-3.1554566065350595,0.0,0.0,-2.789358550397184,0.31708391235193245,1.3508896242785913,-3.215880452494927,-10.654704338515177
50,1,50,-2.789358550397184,0.31708391235193245,1.3508896242785913,-3.215880452494927,0.0,-1.0,-2.75682570017228,0.6506570044980835,1.1389135626035203,-4.239521233501418,-10.127545364268002
51,1,51,-2.75682570017228,0.6506570044980835,1.1389135626035203,-4.239521233501418,-1.5,-1.0,-2.7195209080309044,0.7460958428275068,0.889133857808573,-4.995594095898946,-9.817056785553214
52,1,52,-2.7195209080309044,0.7460958428275068,0.889133857808573,-4.995594095898946,1.5,1.0,-2.674779304802827,0.8948320645615442,0.6636603478236099,-4.509470199699262,-9.461983955202037
53,1,53,-2.674779304802827,0.8948320645615442,0.6636603478236099,-4.509470199699262,-1.5,1.0,-2.6640470569603587,0.2146449568493689,0.5303449048489517,-2.666308859493165,-8.651691681962008
54,1,54,-2.6640470569603587,0.2146449568493689,0.5303449048489517,-2.666308859493165,1.5,1.0,-2.6551610781057833,0.17771957709151015,0.4352959493497574,-1.9009791099838855,-7.736176209384023
55,1,55,-2.6551610781057833,0.17771957709151015,0.4352959493497574,-1.9009791099838855,0.0,-1.0,-2.624013369519001,0.6229541717356439,0.2686656911344416,-3.3326051643063157,-7.421628205442008
56,1,56,-2.624013369519001,0.6229541717356439,0.2686656911344416,-3.3326051643063157,0.0,-1.0,-2.5698165842170213,1.0839357060395947,0.02869204617239196,-4.7994728992409925,-7.532343871069407
