k,l,t,current_theta1,current_thetadot1,current_theta2,current_thetadot2,force1,force2,next_theta1,next_thetadot1,next_theta2,next_thetadot2,reward
0,1,0,-0.019756364536581916,-2.4613487862074757,0.619334329550258,6.186414464514975,-1.5,-1.0,-0.1275035651957726,-2.1549440131838136,0.8577296627169142,4.7679066633331235,-2.600463414405426
1,1,1,-0.1275035651957726,-2.1549440131838136,0.8577296627169142,4.7679066633331235,1.5,0.0,-0.20944999510900314,-1.6389285982646107,1.0452502299810713,3.7504113452831414,-2.1207932159527623
2,1,2,-0.20944999510900314,-1.6389285982646107,1.0452502299810713,3.7504113452831414,0.0,1.0,-0.300944321572424,-1.8298865292684177,1.2722822417262498,4.5406402349035675,-1.9740009541785493
3,1,3,-0.300944321572424,-1.8298865292684177,1.2722822417262498,4.5406402349035675,-1.5,-1.0,-0.3870907521031911,-1.7229286106153419,1.449436280235896,3.5430807701929217,-2.9075645099398155
4,1,4,-0.3870907521031911,-1.7229286106153419,1.449436280235896,3.5430807701929217,0.0,-1.0,-0.45731122390338774,-1.4044094360039325,1.5670375313593705,2.3520250224694887,-3.0267999978972737
5,1,5,-0.45731122390338774,-1.4044094360039325,1.5670375313593705,2.3520250224694887,0.0,-1.0,-0.5150252367603141,-1.1542802571385278,1.6329831749653132,1.318912872118855,-3.0399595587098585
6,1,6,-0.5150252367603141,-1.1542802571385278,1.6329831749653132,1.318912872118855,0.0,-1.0,-0.5618537348326087,-0.936569961445891,1.6515710949279392,0.3717583992525214,-3.085479748032842
7,1,7,-0.5618537348326087,-0.936569961445891,1.6515710949279392,0.3717583992525214,-1.5,1.0,-0.632618760265256,-1.4153005086529449,1.7236677576203445,1.441933253848108,-3.094135080951701
8,1,8,-0.632618760265256,-1.4153005086529449,1.7236677576203445,1.441933253848108,1.5,0.0,-0.6866792986729273,-1.0812107681534258,1.7760458790135778,1.0475624278646656,-3.5753493864168098
9,1,9,-0.6866792986729273,-1.0812107681534258,1.7760458790135778,1.0475624278646656,1.5,-1.0,-0.7157408402796845,-0.5812308321351444,1.7712995433744445,-0.09492671278266607,-3.7391876118592875
10,1,10,-0.7157408402796845,-0.5812308321351444,1.7712995433744445,-0.09492671278266607,1.5,0.0,-0.7285722677580234,-0.25662854956677783,1.752438454061644,-0.3772217862560116,-3.6671290408539963
11,1,11,-0.7285722677580234,-0.25662854956677783,1.752438454061644,-0.3772217862560116,-1.5,1.0,-0.7652154218894586,-0.7328630826287038,1.7871651340958006,0.6945336006831311,-3.6122658090439796
12,1,12,-0.7652154218894586,-0.7328630826287038,1.7871651340958006,0.6945336006831311,1.5,0.0,-0.7856678181387426,-0.40904792498568177,1.8070850669911869,0.3983986579077272,-3.830487119443019
13,1,13,-0.7856678181387426,-0.40904792498568177,1.8070850669911869,0.3983986579077272,1.5,0.0,-0.7901764182379233,-0.09017200198361358,1.8136335380892448,0.1309694219611594,-3.8991324445793234
14,1,14,-0.7901764182379233,-0.09017200198361358,1.8136335380892448,0.1309694219611594,1.5,0.0,-0.7790181728375647,0.22316490800717192,1.8076257006267078,-0.12015674925074116,-3.914909581392954
15,1,15,-0.7790181728375647,0.22316490800717192,1.8076257006267078,-0.12015674925074116,-1.5,0.0,-0.7836252307899366,-0.09214115904743847,1.8142036118090468,0.13155822364677977,-3.877591998205192
16,1,16,-0.7836252307899366,-0.09214115904743847,1.8142036118090468,0.13155822364677977,0.0,-1.0,-0.7798882868429559,0.07473887893961553,1.780714953357228,-0.669773169036378,-3.906693125401557
17,1,17,-0.7798882868429559,0.07473887893961553,1.780714953357228,-0.669773169036378,-1.5,1.0,-0.8001248557059043,-0.40473137725896846,1.8007050825792272,0.39980258443998706,-3.8018805849641844
18,1,18,-0.8001248557059043,-0.40473137725896846,1.8007050825792272,0.39980258443998706,1.5,1.0,-0.8127804649455013,-0.25311218479194,1.8473150210220337,0.9321987688561301,-3.8989210588581975
19,1,19,-0.8127804649455013,-0.25311218479194,1.8473150210220337,0.9321987688561301,0.0,-1.0,-0.8167975305045665,-0.08034131118130372,1.8532126309184052,0.11795219792742695,-4.119837887228014
20,1,20,-0.8167975305045665,-0.08034131118130372,1.8532126309184052,0.11795219792742695,-1.5,1.0,-0.8443171615921437,-0.5503926217515441,1.910265266593906,1.1410527135100135,-4.102573633597787
21,1,21,-0.8443171615921437,-0.5503926217515441,1.910265266593906,1.1410527135100135,1.5,1.0,-0.8627971235439359,-0.36959923903584524,1.9928100977234926,1.6508966225917328,-4.442231524768456
22,1,22,-0.8627971235439359,-0.36959923903584524,1.9928100977234926,1.6508966225917328,0.0,-1.0,-0.8728181956923828,-0.20042144296893868,2.0351528390671865,0.8468548268738781,-4.858814124783439
23,1,23,-0.8728181956923828,-0.20042144296893868,2.0351528390671865,0.8468548268738781,-1.5,1.0,-0.9050269681235282,-0.6441754486229089,2.123896101471517,1.774865248086618,-4.941525273725002
24,1,24,-0.9050269681235282,-0.6441754486229089,2.123896101471517,1.774865248086618,1.5,1.0,-0.9254537863894804,-0.4085363653190436,2.237535844780527,2.2727948661802024,-5.50826389575048
25,1,25,-0.9254537863894804,-0.4085363653190436,2.237535844780527,2.2727948661802024,-1.5,0.0,-0.9601725176386412,-0.6943746249832167,2.356130307982546,2.371889264040379,-6.129656290696492
26,1,26,-0.9601725176386412,-0.6943746249832167,2.356130307982546,2.371889264040379,0.0,0.0,-0.9927158890111007,-0.6508674274491921,2.471553298365556,2.3084598076602014,-6.778682031856984
27,1,27,-0.9927158890111007,-0.6508674274491921,2.471553298365556,2.3084598076602014,-1.5,-1.0,-1.0371806648625277,-0.8892955170285397,2.555490632815662,1.678746689002117,-7.381691297541604
28,1,28,-1.0371806648625277,-0.8892955170285397,2.555490632815662,1.678746689002117,0.0,0.0,-1.080638510225282,-0.8691569072550864,2.637084527134074,1.6318778863682406,-7.786727954095398
29,1,29,-1.080638510225282,-0.8691569072550864,2.637084527134074,1.6318778863682406,-1.5,-1.0,-1.1385498093494977,-1.1582259824843153,2.687134619163207,1.0010018405826564,-8.292917351304204
