k,l,t,current_theta1,current_thetadot1,current_theta2,current_thetadot2,force1,force2,next_theta1,next_thetadot1,next_theta2,next_thetadot2,reward
40,1,40,1.9942505911934358,-2.8815359319242324,-0.20641432757484618,1.00086928402896,0.0,1.0,1.8279321313121253,-3.326369197626211,-0.07925602483411928,2.543166054814538,-4.4848917276377
41,1,41,1.8279321313121253,-3.326369197626211,-0.07925602483411928,2.543166054814538,0.0,-1.0,1.6900765540603429,-2.7571115450356483,-0.03793260315721404,0.8264684335381047,-4.224238675219665
42,1,42,1.6900765540603429,-2.7571115450356483,-0.03793260315721404,0.8264684335381047,1.5,0.0,1.5750010659174525,-2.301509762857806,-0.03875027428038786,-0.016353422463476375,-3.272033348136955
43,1,43,1.5750010659174525,-2.301509762857806,-0.03875027428038786,-0.016353422463476375,1.5,1.0,1.457369784496734,-2.35262562841437,-0.0010508356549097722,0.7539887725095616,-2.7469906725457203
44,1,44,1.457369784496734,-2.35262562841437,-0.0010508356549097722,0.7539887725095616,-1.5,1.0,1.298319754558797,-3.181000598758739,0.14625441278265391,2.9461049687512735,-2.42909511384676
45,1,45,1.298319754558797,-3.181000598758739,0.14625441278265391,2.9461049687512735,0.0,1.0,1.1208898667433624,-3.5485977563086886,0.3556795754477655,4.1885032533022315,-2.6469395031462333
46,1,46,1.1208898667433624,-3.5485977563086886,0.3556795754477655,4.1885032533022315,0.0,-1.0,0.9749407792491726,-2.918981749883798,0.4629612274587928,2.145633040220546,-2.8897073307087773
47,1,47,0.9749407792491726,-2.918981749883798,0.4629612274587928,2.145633040220546,1.5,1.0,0.8320963995600055,-2.856887593783342,0.5885527922182674,2.5118312951894914,-1.8210524011451732
48,1,48,0.8320963995600055,-2.856887593783342,0.5885527922182674,2.5118312951894914,-1.5,1.0,0.6566984433467822,-3.507959124264465,0.7917954711855512,4.064853579345675,-1.7623339663389679
49,1,49,0.6566984433467822,-3.507959124264465,0.7917954711855512,4.064853579345675,1.5,1.0,0.4889173616321051,-3.3556216342935423,0.9947966266346715,4.060023108982407,-2.4996335056355186
50,1,50,0.4889173616321051,-3.3556216342935423,0.9947966266346715,4.060023108982407,1.5,0.0,0.3452248327975218,-2.873850576691666,1.1396606764717143,2.8972809967408546,-2.6158597247695226
51,1,51,0.3452248327975218,-2.873850576691666,1.1396606764717143,2.8972809967408546,-1.5,1.0,0.176189051533143,-3.3807156252875763,1.3343005275844677,3.8927970222550683,-2.250669358237378
52,1,52,0.176189051533143,-3.3807156252875763,1.3343005275844677,3.8927970222550683,1.5,-1.0,0.040579379497989176,-2.712193440703076,1.429199038905983,1.897970226430305,-3.1405558195694123
53,1,53,0.040579379497989176,-2.712193440703076,1.429199038905983,1.897970226430305,1.5,-1.0,-0.06438070782147531,-2.09920174638929,1.4396225721867202,0.2084706656147417,-2.5921707908606617
54,1,54,-0.06438070782147531,-2.09920174638929,1.4396225721867202,0.2084706656147417,1.5,0.0,-0.14948397717474998,-1.7020653870654932,1.4185139171868544,-0.4221730999973152,-2.299163425412387
55,1,55,-0.14948397717474998,-1.7020653870654932,1.4185139171868544,-0.4221730999973152,1.5,1.0,-0.2262826250111985,-1.5359729567289702,1.4155316216552147,-0.05964591063279501,-2.188290028095163
56,1,56,-0.2262826250111985,-1.5359729567289702,1.4155316216552147,-0.05964591063279501,1.5,-1.0,-0.2728564057951101,-0.931475615678232,1.3400699465083719,-1.5092335029368575,-2.1730721262106982
57,1,57,-0.2728564057951101,-0.931475615678232,1.3400699465083719,-1.5092335029368575,0.0,-1.0,-0.30268411391807315,-0.5965541624592607,1.2104651906478592,-2.592095117210252,-2.0275097091678864
58,1,58,-0.30268411391807315,-0.5965541624592607,1.2104651906478592,-2.592095117210252,0.0,-1.0,-0.31252432929970836,-0.19680430763270435,1.022543551503395,-3.758432782889284,-1.9105853488591622
59,1,59,-0.31252432929970836,-0.19680430763270435,1.022543551503395,-3.758432782889284,1.5,-1.0,-0.2819207966508026,0.6120706529781152,0.7452923891463831,-5.545023247140237,-1.8514942170753925
60,1,60,-0.2819207966508026,0.6120706529781152,0.7452923891463831,-5.545023247140237,-1.5,-1.0,-0.2400811463650234,0.836793005715584,0.43113312378740376,-6.283185307179586,-2.1910357456818828
61,1,61,-0.2400811463650234,0.836793005715584,0.43113312378740376,-6.283185307179586,1.5,0.0,-0.1728819616115429,1.34398369506961,0.11697385842842445,-6.283185307179586,-2.2524467342052263
62,1,62,-0.1728819616115429,1.34398369506961,0.11697385842842445,-6.283185307179586,-1.5,-1.0,-0.10303365457744487,1.3969661406819605,-0.19718540693055486,-6.283185307179586,-2.1078065450548076
63,1,63,-0.10303365457744487,1.3969661406819605,-0.19718540693055486,-6.283185307179586,0.0,-1.0,-0.017852456662358435,1.7036239583017285,-0.5113446722895342,-6.283185307179586,-2.1209946188104167
64,1,64,-0.017852456662358435,1.7036239583017285,-0.5113446722895342,-6.283185307179586,1.5,-1.0,0.09405249602489986,2.2380990537451657,-0.8255039376485135,-6.283185307179586,-2.3808296938706266
65,1,65,0.09405249602489986,2.2380990537451657,-0.8255039376485135,-6.283185307179586,-1.5,1.0,0.1561349687663775,1.241649454829553,-1.0156322976970615,-3.80256720097096,-2.9146778720183364
66,1,66,0.1561349687663775,1.241649454829553,-1.0156322976970615,-3.80256720097096,0.0,0.0,0.2116186222475597,1.109673069623644,-1.19086380276539,-3.504630101366568,-1.8559476269260227
67,1,67,0.2116186222475597,1.109673069623644,-1.19086380276539,-3.504630101366568,0.0,0.0,0.26133958270514035,0.9944192091516124,-1.353732897721546,-3.2573818991231183,-2.138629361461431
68,1,68,0.26133958270514035,0.9944192091516124,-1.353732897721546,-3.2573818991231183,1.5,-1.0,0.3337933783266489,1.4490759124301715,-1.572614245418739,-4.377626953943864,-2.480861455875303
69,1,69,0.3337933783266489,1.4490759124301715,-1.572614245418739,-4.377626953943864,0.0,1.0,0.3883119922615943,1.090372278698908,-1.7328568720583195,-3.204852532791607,-3.6477055217027257
70,1,70,0.3883119922615943,1.090372278698908,-1.7328568720583195,-3.204852532791607,0.0,1.0,0.4296712263591038,0.8271846819501907,-1.8437789832743785,-2.2184422243211794,-3.726578715528703
