k,current_theta,current_thetadot,force,reward
0,1.5707963267948966,0.0,-3,-21.337005501361695
1,1.5715469530004629,0.1501252411132544,-3,-21.351052886227126
2,1.5730422031653726,0.29905003298194066,-3,-21.381251956919495
3,1.5752761172233447,0.44678281159442584,-3,-21.427435715544906
4,1.5782427671226895,0.5933299798689642,-3,-21.489455206376547
5,1.5819362420183196,0.7386949791260029,-3,-21.567178396273814
6,1.5863506289875022,0.882877393836532,-3,-21.66048883969998
7,1.5914799894342593,1.0258720893514215,-3,-21.769284138219376
8,1.5973183313473276,1.1676683826136671,-3,-21.893474203466617
9,1.603859577578365,1.3082492462074935,-3,-22.032979331969507
10,1.6110975303108614,1.4475905464992853,-3,-22.187728099900195
11,1.619025831896207,1.5856603170691157,0,-13.357655085848798
12,1.6298534086016443,2.165515341087478,0,-13.751056336900513
13,1.6435553581640503,2.740389912481218,0,-14.257344763991679
14,1.6601060227382067,3.310132914831297,0,-14.87545802504329
15,1.6794786525915968,3.8745259706780133,0,-15.604437872300267
16,1.7016450064586168,4.433270773404029,0,-16.443367615059564
17,1.7265748925837996,4.985977225036542,0,-17.391301187362107
18,1.7542356551675193,5.532152516743969,0,-18.447184816156742
19,1.7845916118009284,6.071191326681817,0,-19.60977251706883
20,1.817603448543906,6.602367348595525,0,-20.87753694137353
21,1.8532275805544571,7.124826402110197,0,-22.24857745265929
22,1.8914154876014977,7.6375814094080905,-3,-32.720527712227664
23,1.9298975489919972,7.696412278099878,0,-24.545998943475247
24,1.9708488517284672,8.190260547294029,0,-26.1292627650532
25,2.0142046503073434,8.67115971577527,0,-27.804002948247025
26,2.0598930840513017,9.137686748791657,0,-29.565529500516178
27,2.1078345877622118,9.588300742182033,0,-31.40838435908632
28,2.157941355249843,10.02135349752628,0,-33.32630705572586
29,2.2101168737414545,10.435103698322276,0,-35.312221897457434
30,2.26425554755689,10.827734763087083,0,-37.3582499331872
31,2.320242429232811,11.197376335184241,0,-39.455748331235284
32,2.3779530753907983,11.542129231597432,3,-50.595378863692375
33,2.4394690293424324,12.30319079032681,3,-53.89189608792279
34,2.504624272509136,13.031048633340736,3,-57.34653658065874
35,2.573238200720871,13.722785642347052,3,-60.93925876682657
36,2.6451155308698993,14.37546602980568,3,-64.64858321565545
37,2.7200465245974907,14.986198745518337,3,-68.45188076389198
38,2.797807565382848,15.552208157071409,3,-72.32575372065534
39,2.8781621144911904,16.070909821668508,3,-76.24650003608213
40,2.960862057563192,16.5399886144003,3,-80.19064295603586
41,3.045649437716946,16.95747603075075,3,-84.13550182067637
42,3.1322585537038217,17.321823197375128,3,-88.05977412436609
43,-3.0627669232024375,17.631966054665426,3,-86.99132882460201
44,-2.9733300264498337,17.88737935052075,3,-85.19929123388445
45,-2.882889443865808,18.088116516805112,3,-83.27325364031634
46,-2.791715278013983,18.234833170365025,3,-81.21928504258791
47,-2.700071313796566,18.32879284348337,3,-79.04639020786828
48,-2.608212041122968,18.37185453471959,3,-76.76635416178387
49,-2.516379827648725,18.366442694848654,3,-74.39345891130307
