k,current_theta,current_thetadot,force,reward
0,1.5707963267948966,0.0,-3,-21.337005501361695
1,1.5715469530004629,0.1501252411132544,-3,-21.351052886227126
2,1.5730422031653726,0.29905003298194066,-3,-21.381251956919495
3,1.5752761172233447,0.44678281159442584,-3,-21.427435715544906
4,1.5782427671226895,0.5933299798689642,-3,-21.489455206376547
5,1.5819362420183196,0.7386949791260029,-3,-21.567178396273814
6,1.5863506289875022,0.882877393836532,0,-12.66048883969998
7,1.5936954757941382,1.4689693613271726,0,-12.91511344628532
8,1.60394693397041,2.0502916352543674,0,-13.283598413924794
9,1.6170809125251127,2.6267957109405278,0,-13.764758958966809
10,1.6330728182611547,3.1983811472083956,0,-14.35759834499896
11,1.6518972280237991,3.764881952528907,0,-15.061255871411346
12,1.6735274960873985,4.326053612719874,0,-15.874945386815453
13,1.6979353003223046,4.881560846981211,0,-16.797885050680968
14,1.7250901313971885,5.430966214976801,0,-17.82921921004179
15,1.754958730081504,5.973719736863071,0,-18.967933470905166
16,1.7875044787267502,6.509149729049276,0,-20.21276432685918
17,1.822686754222283,7.0364550991065915,0,-21.56210505626112
18,1.8604602511284938,7.554699381242145,0,-23.013910004239534
19,1.9007742852599103,8.062806826283316,0,-24.5655998093227
20,1.9435720896794297,8.559560883903895,0,-26.21397059143009
21,1.9887901168106243,9.043605426238935,0,-27.955110554167916
22,2.0363573620968847,9.513449057252025,0,-29.784327827323857
23,2.0861947262341456,9.967472827452177,0,-31.69609363543556
24,2.138214434361118,10.403941625394477,0,-33.68400497101276
25,2.1923195315771666,10.82101944320978,0,-35.74077082170604
26,2.2484034746362562,11.216788611817954,0,-37.85822560000284
27,2.3063498395005246,11.589272972853701,3,-49.027372714752204
28,2.3682476498665745,12.379562073210003,3,-52.36834036793873
29,2.433937987669022,13.1380675604895,3,-55.881152561490296
30,2.503246735557932,13.861749577782032,3,-59.546031231121255
31,2.5759842433833184,14.547501565077207,3,-63.341454289388025
32,2.6519453137024724,15.192214063830768,3,-67.24440655046827
33,2.730909552357663,15.792847731038194,3,-71.23073886136748
34,2.8126421201635785,16.34651356118308,3,-75.2756290411856
35,2.8968949083656836,16.850557640421012,3,-79.35412982989021
36,2.9834081441704567,17.30264716095463,0,-74.44178065116219
37,3.0696969276843062,17.257756702769864,0,-76.89821278037216
38,-3.127676425371839,17.162390824688188,3,-87.36656499106796
39,-3.040376344845231,17.460016105321714,3,-85.7046578312816
40,-2.9518584666412275,17.703575640800636,3,-83.90900108236247
41,-2.8623922231641847,17.893248695408577,3,-81.98328108372809
42,-2.7722432167584903,18.029801281138848,3,-79.93403568805292
43,-2.6816702765961584,18.114588032466408,3,-77.77060732049411
44,-2.5909225930729884,18.149536704634016,3,-75.50496767576604
45,-2.5002370127298326,18.1371160686312,3,-73.15142352782101
46,-2.4098355683462724,18.080288876712004,3,-70.7262219188696
47,-2.3199233066925906,17.982452330736397,3,-68.2470799273981
48,-2.230686461476929,17.847369043132314,3,-65.73266862325808
49,-2.1422910024668567,17.679091802014522,3,-63.202082390657964
