k,current_theta,current_thetadot,force,reward
0,1.5707963267948966,0.0,-3,-21.337005501361695
1,1.5715469530004629,0.1501252411132544,-3,-21.351052886227126
2,1.5730422031653726,0.29905003298194066,-3,-21.381251956919495
3,1.5752761172233447,0.44678281159442584,-3,-21.427435715544906
4,1.5782427671226895,0.5933299798689642,-3,-21.489455206376547
5,1.5819362420183196,0.7386949791260029,-3,-21.567178396273814
6,1.5863506289875022,0.882877393836532,-3,-21.66048883969998
7,1.5914799894342593,1.0258720893514215,-3,-21.769284138219376
8,1.5973183313473276,1.1676683826136671,-3,-21.893474203466617
9,1.603859577578365,1.3082492462074935,-3,-22.032979331969507
10,1.6110975303108614,1.4475905464992853,0,-13.187728099900195
11,1.6212413182560859,2.028757589044867,0,-13.55370279561437
12,1.634266343970816,2.6050051429460375,0,-14.03273759465622
13,1.6501473720940263,3.1762056246420256,0,-14.623759965144867
14,1.6688582074065064,3.7421670624960175,0,-15.325820014503297
15,1.6903713084738554,4.302620213469803,0,-16.138029872693966
16,1.714657340701097,4.857206445448293,0,-17.059494425471232
17,1.741684673259691,5.405466511718782,-3,-27.089234326269903
18,1.769203338809547,5.5037331099712,-3,-27.67951008485357
19,1.7971944234307846,5.598216924247543,-3,-28.283542251146713
20,1.825636648246015,5.688444963046058,-3,-28.900586466855124
21,1.8545063029685325,5.773930944503523,-3,-29.529795993939608
22,1.8837771904411966,5.854177494532825,-3,-30.170221929882103
23,1.9134205836226432,5.928678636289339,-3,-30.820814686393447
24,1.9434051964534715,5.996922566165675,-3,-31.480426814470494
25,1.9736971699835484,6.058394706015377,-3,-32.14781723539285
26,2.004260075060672,6.112581015424734,-3,-32.821656909424135
27,2.0350549327692398,6.158971541713557,0,-24.500535942105824
28,2.068255740024631,6.64016145107827,0,-25.797583440362757
29,2.1037977130605845,7.108394607190686,0,-27.18275147654849
30,2.141610191613835,7.562495710650139,0,-28.651605201481413
31,2.181616221193221,8.001205915877248,0,-30.199176293693853
32,2.2237321686653875,8.423189494433311,0,-31.81993591569951
33,2.267867384495101,8.827043165942703,0,-33.50778147362483
34,2.3139239251850423,9.211308137988253,0,-35.25603941901563
35,2.3617963493055263,9.574484824096793,0,-37.05748594265054
36,2.411371599923554,9.915050123605504,0,-38.90438685995035
37,2.4625289851796612,10.231477051221496,0,-40.78855727921707
38,2.515140267185447,10.522256401157156,0,-42.70144079525768
39,2.569069867314349,10.785920025780493,0,-44.634206995966096
40,2.6241751933531883,11.021065207767874,0,-46.57786505843837
41,2.680307090925875,11.226379514537342,0,-48.52339020878
42,2.737310418182426,11.400665451310228,0,-50.4618589007201
43,2.795024739088621,11.542864181239029,0,-52.38458781124017
44,2.853285126905877,11.65207756345116,0,-54.283271231579626
45,2.9119230657898894,11.72758777680245,0,-56.150111211656565
46,2.970767435043204,11.768873850662958,0,-57.977934936847724
47,3.02964555761148,11.775624513655162,0,-59.760294292434516
48,3.088384292079822,11.747746893668404,0,-61.49154338559649
49,-3.136374161340899,11.685370751773059,3,-71.83900336027347
